flow id:,first send:,last send:,last arrive:,send num:,receive num:,send size:,receive size:,FCT:,origin_pg:
11:0:71 11:0:41 10032 100 17,2.011546169,13.815397113,14.189732398,284,305,8353,8353,12.178186229,1
11:0:71 11:0:41 10042 100 17,2.012055959,13.364772335,13.736319316,261,276,8331,8331,11.724263357,1
11:0:71 11:0:41 10047 100 17,2.012783556,93.47957808,93.791284177,13898,13994,66301,66301,91.778500621,2
11:0:71 11:0:41 10088 100 17,2.02418072,199.817259662,199.817225664,65786,65782,915420,913960,197.793044944,3
11:0:71 11:0:41 10085 100 17,2.023247123,199.919445362,199.919419364,66190,66187,945000,943500,197.896172241,3
11:0:71 11:0:41 10014 100 17,2.010654785,19.445007982,19.795250039,571,595,8275,8275,17.784595254,1
11:0:71 11:0:41 10043 100 17,2.012113158,12.594373397,12.98393445,241,256,8298,8298,10.971821292,1
11:0:71 11:0:41 10059 100 17,2.015465945,199.816948463,199.816922465,65955,65951,936120,934620,197.80145652,3
11:0:71 11:0:41 10025 100 17,2.011237976,17.304442867,17.656961663,436,454,8236,8236,15.645723687,1
11:0:71 11:0:41 10000 100 17,2.009999999,17.679349979,18.035929983,464,485,8203,8203,16.025929984,1
11:0:71 11:0:41 10039 100 17,2.011879762,12.891009165,13.273993436,247,260,8353,8353,11.262113674,1
11:0:71 11:0:41 10022 100 17,2.011102379,18.053039703,18.411382322,486,509,8272,8272,16.400279943,1
11:0:71 11:0:41 10004 100 17,2.010170595,27.85808881,28.200677839,1166,1200,8207,8207,26.190507244,1
11:0:71 11:0:41 10080 100 17,2.021699128,199.910986588,199.91096059,66185,66182,945000,943500,197.889261462,3
11:0:71 11:0:41 10054 100 17,2.014205149,31.169267858,31.508448319,1420,1449,66226,66226,29.49424317,2
11:0:71 11:0:41 10060 100 17,2.015777144,199.885630263,199.885604265,66169,66166,945000,943500,197.869827121,3
11:0:71 11:0:41 10020 100 17,2.01099878,13.083405087,13.45728541,252,271,8352,8352,11.44628663,1
11:0:71 11:0:41 10083 100 17,2.022632725,199.914876375,199.914850377,66187,66184,945000,943500,197.892217652,3
11:0:71 11:0:41 10053 100 17,2.01401575,76.803441326,77.110284821,9263,9339,65793,65793,75.096269071,2
11:0:71 11:0:41 10016 100 17,2.010751383,14.892434671,15.257422501,340,362,8212,8212,13.246671118,1
11:0:71 11:0:41 10007 100 17,2.010254792,15.165332117,15.528916563,339,357,8227,8227,13.518661771,1
11:0:71 11:0:41 10050 100 17,2.013471953,37.587825415,37.91913775,2085,2121,65883,65883,35.905665797,2
11:0:71 11:0:41 10026 100 17,2.011297175,14.434380125,14.804083888,311,328,8318,8318,12.792786713,1
11:0:71 11:0:41 10044 100 17,2.012175157,9.077283908,9.474353218,120,129,8295,8295,7.462178061,1
11:0:71 11:0:41 10073 100 17,2.019633534,40.582407388,40.909876944,2437,2475,114912,114912,38.89024341,3
11:0:71 11:0:41 10003 100 17,2.010123196,13.325266165,13.696257327,268,285,8336,8336,11.686134131,1
11:0:71 11:0:41 10029 100 17,2.011442172,13.736449116,14.110960582,282,301,8229,8229,12.09951841,1
11:0:71 11:0:41 10005 100 17,2.010192194,12.214784112,12.602791555,231,247,8363,8363,10.592599361,1
11:0:71 11:0:41 10006 100 17,2.010230393,30.705044214,31.044037071,1389,1425,8226,8226,29.033806678,1
11:0:71 11:0:41 10002 100 17,2.010083797,12.591260013,12.980958668,237,253,8439,8439,10.970874871,1
11:0:71 11:0:41 10019 100 17,2.010938581,14.116853552,14.488817471,297,318,8328,8328,12.47787889,1
11:0:71 11:0:41 10015 100 17,2.010700384,12.970390327,13.349129019,250,263,8263,8263,11.338428635,1
11:0:71 11:0:41 10012 100 17,2.010525987,11.920234563,12.306835984,209,226,8300,8300,10.296309997,1
11:0:71 11:0:41 10008 100 17,2.010306991,19.564449892,19.913472753,560,585,8241,8241,17.903165762,1
11:0:71 11:0:41 10009 100 17,2.01035639,13.735078524,14.109620189,278,296,8233,8233,12.099263799,1
11:0:71 11:0:41 10099 100 17,2.027408911,199.816637264,199.816611266,66011,66008,791282,790024,197.789202355,3
11:0:71 11:0:41 10035 100 17,2.011662566,9.079151097,9.476355805,120,130,8324,8324,7.464693239,1
11:0:71 11:0:41 10011 100 17,2.010470588,14.249582089,14.619716628,304,325,8277,8277,12.60924604,1
11:0:71 11:0:41 10028 100 17,2.011403773,22.366350418,22.712011748,737,766,8310,8310,20.700607975,1
11:0:71 11:0:41 10031 100 17,2.01151797,28.209492005,28.551880623,1200,1239,8255,8255,26.540362653,1
11:0:71 11:0:41 10010 100 17,2.010416589,12.930214543,13.311271828,255,269,8322,8322,11.300855239,1
11:0:71 11:0:41 10033 100 17,2.011604568,9.436127648,9.837047981,125,134,8471,8471,7.825443413,1
11:0:71 11:0:41 10034 100 17,2.011640967,16.99498472,17.3439551,416,436,8344,8344,15.332314133,1
11:0:71 11:0:41 10037 100 17,2.011762564,24.019547401,24.371236944,883,917,8270,8270,22.35947438,1
11:0:71 11:0:41 10038 100 17,2.011815163,13.301026482,13.67138064,263,277,8370,8370,11.659565477,1
11:0:71 11:0:41 10070 100 17,2.018715937,199.900142819,199.900108821,66179,66176,919800,918340,197.881392884,3
11:0:71 11:0:41 10065 100 17,2.01725174,199.893669639,199.893643641,66173,66170,688590,687497,197.876391901,3
11:0:71 11:0:41 10040 100 17,2.011931961,14.576179639,14.943936834,310,329,8276,8276,12.932004873,1
11:0:71 11:0:41 10098 100 17,2.027107311,199.937974708,199.93794871,66204,66201,914760,913308,197.910841399,3
11:0:71 11:0:41 10046 100 17,2.012505557,31.535893827,31.875366308,1446,1475,65999,65999,29.862860751,2
11:0:71 11:0:41 10058 100 17,2.015162746,199.883244869,199.883218871,66167,66164,919800,918340,197.868056125,3
11:0:71 11:0:41 10045 100 17,2.012284557,63.160311652,63.476334065,6149,6211,65983,65983,61.464049508,2
11:0:71 11:0:41 10048 100 17,2.012970755,29.221361183,29.567262837,1243,1270,66323,66323,27.554292082,2
11:0:71 11:0:41 10095 100 17,2.026173714,199.934650517,199.934624519,66201,66197,945000,943500,197.908450805,3
11:0:71 11:0:41 10087 100 17,2.023869521,199.922013755,199.921987757,66192,66189,945000,943500,197.898118236,3
11:0:71 11:0:41 10049 100 17,2.013244554,59.020707385,59.34346096,5356,5420,65869,65869,57.330216406,2
11:0:71 11:0:41 10051 100 17,2.013734552,70.030605451,70.346391126,7617,7685,66436,66436,68.332656574,2
11:0:71 11:0:41 10041 100 17,2.01199236,13.364717536,13.736265517,264,279,8217,8217,11.724273157,1
11:0:71 11:0:41 10052 100 17,2.013977151,36.021385609,36.351307757,1908,1945,62399,62399,34.337330606,2
11:0:71 11:0:41 10036 100 17,2.011718965,16.53876799,16.893436755,407,430,8316,8316,14.88171779,1
11:0:71 11:0:41 10056 100 17,2.014540348,199.879839279,199.879813281,66167,66164,935521,934021,197.865272933,3
11:0:71 11:0:41 10057 100 17,2.014851547,199.882017672,199.881991674,66167,66164,944303,942803,197.867140127,3
11:0:81 11:0:41 10091 100 17,2.035019118,199.966651224,199.966625226,66227,66225,945000,943500,197.931606108,3
11:0:81 11:0:41 10090 100 17,2.034707919,199.963284435,199.963258437,66227,66225,922441,920941,197.928550518,3
11:0:81 11:0:41 10095 100 17,2.036173715,199.972561804,199.972535806,66232,66230,945000,943500,197.936362091,3
11:0:81 11:0:41 10088 100 17,2.034180721,199.803337106,199.803303108,65805,65802,915420,913960,197.769122387,3
11:0:81 11:0:41 10087 100 17,2.033869522,199.960681841,199.960655843,66222,66218,945000,943500,197.926786321,3
11:0:81 11:0:41 10084 100 17,2.032943925,199.95766725,199.957641252,66219,66217,919800,918340,197.924697327,3
11:0:81 11:0:41 10099 100 17,2.037408912,199.925972945,199.925946947,66039,66037,791282,790024,197.888538035,3
11:0:81 11:0:41 10083 100 17,2.032632726,199.956443252,199.956417254,66219,66217,945000,943500,197.923784528,3
11:0:81 11:0:41 10081 100 17,2.032010328,199.952684264,199.952658266,66219,66217,943540,942040,197.920647938,3
11:0:81 11:0:41 10080 100 17,2.031699129,199.951439468,199.95141347,66218,66216,945000,943500,197.919714341,3
11:0:81 11:0:41 10079 100 17,2.031397529,199.950276071,199.950250073,66217,66215,914760,913308,197.918852544,3
11:0:81 11:0:41 10094 100 17,2.035866916,199.926819342,199.926788944,65868,65866,868064,866586,197.890922028,3
11:0:81 11:0:41 10077 100 17,2.030775131,199.948442476,199.948416478,66215,66213,945000,943500,197.917641347,3
11:0:81 11:0:41 10075 100 17,2.030168733,199.946902481,199.946876483,66212,66210,918357,916897,197.91670775,3
11:0:81 11:0:41 10089 100 17,2.03448392,199.962973236,199.962947238,66226,66224,670320,669256,197.928463318,3
11:0:81 11:0:41 10074 100 17,2.029857534,199.945994483,199.945968485,66212,66210,945000,943500,197.916110951,3
11:0:81 11:0:41 10072 100 17,2.029322336,199.926508143,199.926482145,65714,65711,934620,933120,197.897159809,3
11:0:81 11:0:41 10070 100 17,2.028715938,199.94361829,199.943584292,66211,66209,919800,918340,197.914868354,3
11:0:81 11:0:41 10067 100 17,2.02778474,154.375475805,154.674801318,38822,38974,708288,708288,152.647016578,3
11:0:81 11:0:41 10066 100 17,2.027481541,199.938737507,199.938711509,66207,66204,868716,867673,197.911229968,3
11:0:81 11:0:41 10065 100 17,2.027251741,199.938204508,199.93817851,66206,66203,688590,687497,197.910926769,3
11:0:81 11:0:41 10064 100 17,2.026940542,199.937673108,199.93764711,66203,66200,945000,943500,197.910706568,3
11:0:81 11:0:41 10062 100 17,2.026318144,199.935272915,199.935246917,66202,66199,945000,943500,197.908928773,3
11:0:81 11:0:41 10096 100 17,2.036484914,71.457135831,71.763539711,7904,7974,306000,306000,69.727054797,3
11:0:81 11:0:41 10061 100 17,2.026088344,199.933447523,199.933421525,66197,66194,688590,687497,197.907333181,3
11:0:81 11:0:41 10059 100 17,2.025465946,199.803025907,199.802999909,65957,65954,936120,934620,197.777533963,3
11:0:81 11:0:41 10085 100 17,2.033247124,199.958600847,199.958574849,66220,66218,945000,943500,197.925327725,3
11:0:81 11:0:41 10000 100 17,2.02,17.051581874,17.401195857,437,460,8203,8203,15.381195857,1
11:0:81 11:0:41 10025 100 17,2.021237977,16.520063855,16.87474582,403,423,8236,8236,14.853507843,1
11:0:81 11:0:41 10054 100 17,2.02420515,31.149676928,31.488880389,1418,1447,66226,66226,29.464675239,2
11:0:81 11:0:41 10022 100 17,2.02110238,17.583910339,17.939519936,467,492,8272,8272,15.918417556,1
11:0:81 11:0:41 10010 100 17,2.02041659,12.818855654,13.203611122,250,267,8322,8322,11.183194532,1
11:0:81 11:0:41 10040 100 17,2.021931962,14.730279193,15.096441406,315,335,8276,8276,13.074509444,1
11:0:81 11:0:41 10049 100 17,2.023244555,59.06766343,59.390401008,5365,5431,65869,65869,57.367156453,2
11:0:81 11:0:41 10047 100 17,2.022783557,93.154231036,93.464004327,13802,13900,66301,66301,91.44122077,2
11:0:81 11:0:41 10017 100 17,2.020783583,21.552453043,21.903493354,688,716,8339,8339,19.882709771,1
11:0:81 11:0:41 10001 100 17,2.020028199,18.267665456,18.625125289,483,506,8312,8312,16.60509709,1
11:0:81 11:0:41 10076 100 17,2.030471932,199.947508879,199.947482881,66212,66210,919800,918340,197.917010949,3
11:0:81 11:0:41 10027 100 17,2.021349975,14.522737894,14.891109277,318,340,8317,8317,12.869759302,1
11:0:81 11:0:41 10015 100 17,2.020700385,12.647889693,13.036256155,240,254,8263,8263,11.01555577,1
11:0:81 11:0:41 10029 100 17,2.021442173,13.573420464,13.948504103,275,294,8229,8229,11.92706193,1
11:0:81 11:0:41 10057 100 17,2.024851548,199.929161535,199.929135537,66195,66192,944303,942803,197.904283989,3
11:0:81 11:0:41 10013 100 17,2.020594587,12.858193501,13.242632169,247,266,8350,8350,11.222037582,1
11:0:81 11:0:41 10006 100 17,2.020230394,29.796522461,30.143414705,1322,1358,8226,8226,28.123184311,1
11:0:81 11:0:41 10024 100 17,2.021199578,19.126324801,19.475805857,541,568,8299,8299,17.454606279,1
11:0:81 11:0:41 10026 100 17,2.021297176,14.335678733,14.705543886,305,325,8318,8318,12.68424671,1
11:0:81 11:0:41 10023 100 17,2.021135579,12.431086588,12.821785238,231,247,8260,8260,10.800649659,1
11:0:81 11:0:41 10021 100 17,2.021056781,12.821744437,13.206229504,244,260,8402,8402,11.185172723,1
11:0:81 11:0:41 10002 100 17,2.020083798,12.427693811,12.81808306,231,249,8439,8439,10.797999262,1
11:0:81 11:0:41 10069 100 17,2.028404739,199.943307091,199.943281093,66211,66208,945000,943500,197.914876354,3
11:0:81 11:0:41 10018 100 17,2.020824782,30.971437124,31.311106185,1430,1471,8308,8308,29.290281403,1
11:0:81 11:0:41 10093 100 17,2.035560117,199.968971017,199.968945019,66228,66226,747417,745939,197.933384902,3
11:0:81 11:0:41 10005 100 17,2.020192195,12.223776677,12.612155519,231,249,8363,8363,10.591963324,1
11:0:81 11:0:41 10086 100 17,2.033558323,199.959829643,199.959803645,66220,66218,945000,943500,197.926245322,3
11:0:81 11:0:41 10071 100 17,2.029019137,199.944757687,199.944731689,66211,66209,919800,918340,197.915712552,3
11:0:81 11:0:41 10041 100 17,2.021992361,12.822265631,13.206705699,248,269,8217,8217,11.184713338,1
11:0:81 11:0:41 10003 100 17,2.020123197,12.817921661,13.203041728,250,269,8336,8336,11.182918531,1
11:0:81 11:0:41 10060 100 17,2.025777145,199.931985327,199.931959329,66196,66193,945000,943500,197.906182184,3
11:0:81 11:0:41 10004 100 17,2.020170596,26.446637705,26.790485104,1066,1102,8207,8207,24.770314508,1
11:0:81 11:0:41 10033 100 17,2.021604569,9.011844276,9.408991388,118,128,8471,8471,7.387386819,1
11:0:81 11:0:41 10034 100 17,2.021640968,15.456437462,15.818106535,357,379,8344,8344,13.796465567,1
11:0:81 11:0:41 10020 100 17,2.020998781,12.918058008,13.299485289,249,270,8352,8352,11.278486508,1
11:0:81 11:0:41 10012 100 17,2.020525988,11.752078728,12.139609527,207,225,8300,8300,10.119083539,1
11:0:81 11:0:41 10051 100 17,2.023734553,70.016338294,70.332196369,7616,7684,66436,66436,68.308461816,2
11:0:81 11:0:41 10068 100 17,2.02809354,199.942381494,199.942355496,66209,66206,945000,943500,197.914261956,3
11:0:81 11:0:41 10016 100 17,2.020751384,14.899655643,15.264265472,340,364,8212,8212,13.243514088,1
11:0:81 11:0:41 10048 100 17,2.022970756,29.408364344,29.754587604,1257,1284,66323,66323,27.731616848,2
11:0:81 11:0:41 10097 100 17,2.036796113,199.975584395,199.975558397,66234,66232,945000,943500,197.938762284,3
11:0:81 11:0:41 10073 100 17,2.029633535,40.630497633,40.957431192,2444,2483,114912,114912,38.927797657,3
11:0:81 11:0:41 10007 100 17,2.020254793,14.705503286,15.071440097,321,341,8227,8227,13.051185304,1
11:0:81 11:0:41 10082 100 17,2.032321527,199.955509655,199.955483657,66219,66217,945000,943500,197.92316213,3
11:0:81 11:0:41 10009 100 17,2.020356391,13.247159744,13.616220492,263,282,8233,8233,11.595864101,1
11:0:81 11:0:41 10052 100 17,2.023977152,36.191872861,36.523394415,1925,1962,62399,62399,34.499417263,2
11:0:81 11:0:41 10008 100 17,2.020306992,19.421826463,19.772028122,554,580,8241,8241,17.75172113,1
11:0:81 11:0:41 10011 100 17,2.020470589,15.058530346,15.422035389,330,350,8277,8277,13.4015648,1
11:0:81 11:0:41 10042 100 17,2.02205596,13.207912493,13.57729084,255,273,8331,8331,11.55523488,1
11:0:81 11:0:41 10055 100 17,2.024238749,103.79333687,104.092652981,16098,16197,405328,405328,102.068414232,3
11:0:81 11:0:41 10063 100 17,2.026629343,199.936125113,199.936099115,66203,66200,945000,943500,197.909469772,3
11:0:81 11:0:41 10030 100 17,2.021473572,17.202766053,17.555219848,445,470,8272,8272,15.533746276,1
11:0:81 11:0:41 10098 100 17,2.037107312,199.976819592,199.976793594,66234,66232,914760,913308,197.939686282,3
11:0:81 11:0:41 10035 100 17,2.021662567,9.091813438,9.488608745,120,130,8324,8324,7.466946178,1
11:0:81 11:0:41 10078 100 17,2.03108633,199.949064874,199.949038876,66215,66213,935624,934124,197.917952546,3
11:0:81 11:0:41 10028 100 17,2.021403774,22.557346739,22.901716066,750,779,8310,8310,20.880312292,1
11:0:81 11:0:41 10036 100 17,2.021718966,17.302610272,17.65493107,439,463,8316,8316,15.633212104,1
11:0:81 11:0:41 10032 100 17,2.02154617,13.612035907,13.986775148,277,298,8353,8353,11.965228978,1
11:0:81 11:0:41 10053 100 17,2.024015751,76.779020395,77.08596209,9258,9340,65793,65793,75.061946339,2
11:0:81 11:0:41 10037 100 17,2.021762565,23.867992718,24.220576861,873,909,8270,8270,22.198814296,1
11:0:81 11:0:41 10038 100 17,2.021815164,13.036460554,13.412849663,254,269,8370,8370,11.391034499,1
11:0:81 11:0:41 10044 100 17,2.022175158,9.010465285,9.407638595,118,128,8295,8295,7.385463437,1
11:0:81 11:0:41 10019 100 17,2.020938582,13.951180682,14.324312579,290,312,8328,8328,12.303373997,1
11:0:81 11:0:41 10046 100 17,2.022505558,31.590309848,31.930253131,1450,1479,65999,65999,29.907747573,2
11:0:81 11:0:41 10039 100 17,2.021879763,11.307559026,11.692787231,210,225,8353,8353,9.670907468,1
11:0:81 11:0:41 10092 100 17,2.035330317,199.968537819,199.968511821,66228,66226,688590,687497,197.933181504,3
11:0:81 11:0:41 10043 100 17,2.022113159,12.096112951,12.482596779,227,247,8298,8298,10.46048362,1
11:0:81 11:0:41 10031 100 17,2.021517971,25.626943161,25.976092734,1014,1059,8255,8255,23.954574763,1
11:0:81 11:0:41 10045 100 17,2.022284558,63.185954573,63.502225385,6155,6224,65983,65983,61.479940827,2
11:0:81 11:0:41 10050 100 17,2.023471954,37.640843046,37.972693982,2089,2125,65883,65883,35.949222028,2
11:0:81 11:0:41 10014 100 17,2.020654786,19.335441383,19.684414639,562,587,8275,8275,17.663759853,1
11:0:81 11:0:41 10056 100 17,2.024540349,199.92742934,199.927403342,66194,66191,935521,934021,197.902862993,3
11:0:81 11:0:41 10058 100 17,2.025162747,199.930388732,199.930362734,66196,66193,919800,918340,197.905199987,3
11:0:91 11:0:41 10099 100 17,2.035560908,199.898906023,199.898880025,65940,65936,911106,909646,197.863319117,3
11:0:91 11:0:41 10098 100 17,2.035249709,199.801323312,199.801297314,58874,58843,786919,785419,197.766047605,3
11:0:91 11:0:41 10097 100 17,2.035019909,199.801012113,199.800986115,65839,65836,686404,685311,197.765966206,3
11:0:91 11:0:41 10095 100 17,2.034397511,199.952373065,199.952347067,66219,66217,945000,943500,197.917949556,3
11:0:91 11:0:41 10094 100 17,2.034375912,199.837832004,199.837806006,66148,66147,937460,935960,197.803430094,3
11:0:91 11:0:41 10093 100 17,2.034064713,199.951128269,199.951102271,66218,66216,942080,940580,197.917037558,3
11:0:91 11:0:41 10090 100 17,2.033718316,199.949974471,199.949948473,66216,66214,919800,918340,197.916230157,3
11:0:91 11:0:41 10086 100 17,2.032499119,199.94720568,199.947179682,66212,66210,919800,918340,197.914680563,3
11:0:91 11:0:41 10085 100 17,2.032197519,199.946599282,199.946573284,66212,66210,914760,913308,197.914375765,3
11:0:91 11:0:41 10092 100 17,2.034043114,140.728473238,141.02928534,28955,29088,605139,605139,138.995242226,3
11:0:91 11:0:41 10084 100 17,2.03188632,199.945683284,199.945657286,66211,66209,945000,943500,197.913770966,3
11:0:91 11:0:41 10083 100 17,2.031579521,199.802471309,199.802385511,65035,65029,800296,798818,197.77080599,3
11:0:91 11:0:41 10078 100 17,2.030120925,199.941759096,199.941733098,66209,66207,919800,918340,197.911612173,3
11:0:91 11:0:41 10077 100 17,2.030099326,199.922189955,199.922163957,66215,66214,898913,897453,197.892064631,3
11:0:91 11:0:41 10079 100 17,2.030424124,199.942684693,199.942658695,66211,66209,918357,916897,197.912234571,3
11:0:91 11:0:41 10076 100 17,2.029796127,199.819751855,199.819725857,66122,66120,909820,908360,197.78992973,3
11:0:91 11:0:41 10074 100 17,2.029260929,199.940841499,199.940815501,66209,66207,940973,939473,197.911554572,3
11:0:91 11:0:41 10071 100 17,2.028335332,199.936428312,199.936402314,66203,66200,919800,918340,197.908066982,3
11:0:91 11:0:41 10069 100 17,2.027720934,199.934339318,199.93431332,66200,66197,919800,918340,197.906592386,3
11:0:91 11:0:41 10068 100 17,2.027417735,199.802778108,199.80268871,62041,62027,861437,859977,197.775270975,3
11:0:91 11:0:41 10066 100 17,2.026980137,199.914749976,199.914539178,66189,66185,362920,362344,197.887559041,3
11:0:91 11:0:41 10065 100 17,2.026958538,172.792287682,173.08674041,43474,43634,711612,711612,171.059781872,3
11:0:91 11:0:41 10064 100 17,2.026656938,199.930085533,199.930059535,66196,66193,914760,913308,197.903402597,3
11:0:91 11:0:41 10063 100 17,2.026345739,199.928850336,199.928824338,66195,66192,945000,943500,197.902478599,3
11:0:91 11:0:41 10062 100 17,2.02603454,199.928051738,199.92802574,66193,66190,945000,943500,197.9019912,3
11:0:91 11:0:41 10060 100 17,2.025412142,199.921702556,199.921676558,66191,66188,942080,940580,197.896264416,3
11:0:91 11:0:41 10059 100 17,2.025108943,199.920539159,199.920513161,66190,66187,919800,918340,197.895404218,3
11:0:91 11:0:41 10025 100 17,2.021202776,14.41326562,14.782660583,306,325,8213,8213,12.761457807,1
11:0:91 11:0:41 10080 100 17,2.030727323,199.942995892,199.942969894,66211,66209,941003,939503,197.912242571,3
11:0:91 11:0:41 10015 100 17,2.020724586,13.986740947,14.360337845,285,305,8377,8377,12.339613259,1
11:0:91 11:0:41 10003 100 17,2.020139598,22.811978985,23.161507304,794,829,8408,8408,21.141367706,1
11:0:91 11:0:41 10021 100 17,2.02103638,12.243130547,12.631316989,228,244,8272,8272,10.610280609,1
11:0:91 11:0:41 10013 100 17,2.020633988,23.694157365,24.043382308,831,862,8202,8202,22.02274832,1
11:0:91 11:0:41 10000 100 17,2.02,16.138749399,16.494952551,376,397,8383,8383,14.474952551,1
11:0:91 11:0:41 10072 100 17,2.028638531,42.253424877,42.583096841,2652,2693,168202,168202,40.55445831,3
11:0:91 11:0:41 10028 100 17,2.021380573,17.900633072,18.259109088,427,448,8263,8263,16.237728515,1
11:0:91 11:0:41 10075 100 17,2.029572128,199.801634511,199.801521313,64734,64729,652080,651016,197.771949185,3
11:0:91 11:0:41 10001 100 17,2.020031399,12.620989275,13.009697531,240,259,8309,8309,10.989666132,1
11:0:91 11:0:41 10020 100 17,2.021008181,49.621677806,49.949136165,3756,3815,8250,8250,47.928127984,1
11:0:91 11:0:41 10002 100 17,2.020083798,12.186587674,12.574237512,224,240,8216,8216,10.554153714,1
11:0:91 11:0:41 10031 100 17,2.02154717,9.75024301,10.146311757,135,146,8291,8291,8.124764587,1
11:0:91 11:0:41 10061 100 17,2.025723341,199.922812353,199.922786355,66192,66189,945000,943500,197.897063014,3
11:0:91 11:0:41 10034 100 17,2.021759967,8.920980704,9.317851419,115,126,8203,8203,7.296091452,1
11:0:91 11:0:41 10026 100 17,2.021271575,18.712414976,19.066945226,511,536,8200,8200,17.045673651,1
11:0:91 11:0:41 10027 100 17,2.021320374,15.054114366,15.417582008,323,342,8439,8439,13.396261634,1
11:0:91 11:0:41 10023 100 17,2.021112978,17.907781447,18.266223063,456,477,7965,7965,16.245110085,1
11:0:91 11:0:41 10033 100 17,2.021700368,13.242784965,13.61195131,257,276,8376,8376,11.590250942,1
11:0:91 11:0:41 10089 100 17,2.033415117,199.949368073,199.949342075,66215,66213,918380,916920,197.915926958,3
11:0:91 11:0:41 10019 100 17,2.020929582,13.298187699,13.668475057,257,275,8394,8394,11.647545475,1
11:0:91 11:0:41 10009 100 17,2.020464792,32.285426769,32.620537278,1545,1585,8241,8241,30.600072486,1
11:0:91 11:0:41 10082 100 17,2.031268322,199.80216011,199.802134112,47714,47680,775876,774376,197.77086579,3
11:0:91 11:0:41 10016 100 17,2.020790585,25.765685489,26.114912868,991,1028,8330,8330,24.094122283,1
11:0:91 11:0:41 10011 100 17,2.02051439,14.321742195,14.69180174,307,328,8318,8318,12.67128735,1
11:0:91 11:0:41 10067 100 17,2.027106536,199.803640305,199.803614307,66082,66077,934660,933160,197.776507771,3
11:0:91 11:0:41 10052 100 17,2.023416749,38.222020976,38.551412918,2165,2208,65764,65764,36.527996169,2
11:0:91 11:0:41 10005 100 17,2.020244396,13.311745824,13.682412985,263,278,8283,8283,11.662168589,1
11:0:91 11:0:41 10040 100 17,2.022208961,12.524493379,12.915195233,248,269,8260,8260,10.892986272,1
11:0:91 11:0:41 10017 100 17,2.020823584,15.151235981,15.515124226,335,355,8327,8327,13.494300642,1
11:0:91 11:0:41 10073 100 17,2.02894973,199.939604703,199.939578705,66208,66206,941386,939886,197.910628975,3
11:0:91 11:0:41 10008 100 17,2.020404593,14.321601798,14.691640542,298,317,8208,8208,12.671235949,1
11:0:91 11:0:41 10088 100 17,2.033113517,39.344799167,39.672535913,2286,2324,151008,151008,37.639422396,3
11:0:91 11:0:41 10014 100 17,2.020666787,11.653208586,12.041538188,214,231,8222,8222,10.020871401,1
11:0:91 11:0:41 10022 100 17,2.021081579,14.793199335,15.158423151,327,350,8458,8458,13.137341572,1
11:0:91 11:0:41 10018 100 17,2.020876183,13.948977297,14.322155994,289,307,8356,8356,12.301279811,1
11:0:91 11:0:41 10047 100 17,2.022653954,26.087485963,26.432050554,978,1003,49142,49142,24.4093966,2
11:0:91 11:0:41 10007 100 17,2.020371794,25.001720138,25.355085109,964,1009,8251,8251,23.334713315,1
11:0:91 11:0:41 10081 100 17,2.031038522,199.944151289,199.944125291,66211,66209,688590,687497,197.913086769,3
11:0:91 11:0:41 10039 100 17,2.022133962,12.484674569,12.875731621,240,259,8506,8506,10.853597659,1
11:0:91 11:0:41 10012 100 17,2.020560989,12.812554283,13.197823554,253,272,8354,8354,11.177262565,1
11:0:91 11:0:41 10029 100 17,2.021431372,12.819696047,13.204490714,260,281,8320,8320,11.183059342,1
11:0:91 11:0:41 10087 100 17,2.032802318,199.948131277,199.948105279,66215,66213,945000,943500,197.915302961,3
11:0:91 11:0:41 10006 100 17,2.020307995,13.986451948,14.359956847,288,306,8303,8303,12.339648852,1
11:0:91 11:0:41 10044 100 17,2.022477157,15.786633248,16.144785174,371,393,8242,8242,14.122308017,1
11:0:91 11:0:41 10032 100 17,2.021582369,9.358030045,9.757972372,128,137,8430,8430,7.736390003,1
11:0:91 11:0:41 10035 100 17,2.021878966,19.371807052,19.721694509,615,648,8302,8302,17.699815543,1
11:0:91 11:0:41 10036 100 17,2.021908565,12.914256235,13.295711115,250,270,8462,8462,11.27380255,1
11:0:91 11:0:41 10055 100 17,2.023880147,199.939915902,199.939881904,62341,62328,755687,754227,197.916001757,3
11:0:91 11:0:41 10037 100 17,2.021975764,13.982849564,14.356366062,283,300,8233,8233,12.334390298,1
11:0:91 11:0:41 10038 100 17,2.022090963,14.345619899,14.715806251,305,322,8326,8326,12.693715288,1
11:0:91 11:0:41 10043 100 17,2.022445758,13.29662751,13.666986466,270,289,8367,8367,11.644540708,1
11:0:91 11:0:41 10041 100 17,2.02227976,8.121131963,8.517369444,94,103,8297,8297,6.495089684,1
11:0:91 11:0:41 10042 100 17,2.022390759,11.698802394,12.086885592,214,234,8326,8326,10.064494833,1
11:0:91 11:0:41 10058 100 17,2.024797744,199.919134163,199.919108165,66190,66187,945000,943500,197.894310421,3
11:0:91 11:0:41 10024 100 17,2.021138377,13.249765126,13.618940673,263,282,8304,8304,11.597802296,1
11:0:91 11:0:41 10004 100 17,2.020188397,13.329430748,13.700590311,268,283,8260,8260,11.680401914,1
11:0:91 11:0:41 10045 100 17,2.022548356,199.852607562,199.852298564,66235,66256,63570,63475,197.829750208,2
