flow id:,first send:,last send:,last arrive:,send num:,receive num,FCT:,origin_pg:
11:0:31 11:0:41 10042 100 17,2.001184359,128.182578114,128.198783446,2212,2212,126.197599087,1
11:0:31 11:0:41 10012 100 17,2.000338188,127.531052216,127.550691348,2214,2217,125.55035316,1
11:0:31 11:0:41 10011 100 17,2.000312989,121.754717763,121.771641702,1971,1972,119.771328713,1
11:0:31 11:0:41 10077 100 17,2.003332328,164.897117515,164.914058457,235238,235299,162.910726129,3
11:0:31 11:0:41 10028 100 17,2.000799373,120.143649668,120.162534796,1623,1627,118.161735423,1
11:0:31 11:0:41 10034 100 17,2.000974767,120.066977548,120.086541876,2890,2896,118.085567109,1
11:0:31 11:0:41 10030 100 17,2.000874171,89.167701722,89.188970247,1490,1493,87.188096076,1
11:0:31 11:0:41 10033 100 17,2.000949768,149.211540175,149.229005518,3964,3966,147.22805575,1
11:0:31 11:0:41 10035 100 17,2.001004566,97.83092123,97.849062966,2216,2218,95.8480584,1
11:0:31 11:0:41 10036 100 17,2.001029765,125.018947895,125.03921683,2090,2090,123.038187065,1
11:0:31 11:0:41 10039 100 17,2.001109562,114.163011526,114.181711251,2768,2771,112.180601689,1
11:0:31 11:0:41 10043 100 17,2.001209758,125.66174844,125.680546973,2080,2080,123.679337215,1
11:0:31 11:0:41 10031 100 17,2.00089957,125.232901364,125.250378701,2080,2080,123.249479131,1
11:0:31 11:0:41 10037 100 17,2.001054564,125.502839427,125.521161559,2086,2086,123.520106995,1
11:0:31 11:0:41 10047 100 17,2.001324754,227.893440073,227.903009243,1122183,1122345,225.901684489,2
11:0:31 11:0:41 10041 100 17,2.00115956,121.614155486,121.63305061,1972,1972,119.63189105,1
11:0:31 11:0:41 10048 100 17,2.001360353,167.865001361,167.879764712,342543,342633,165.878404359,2
11:0:31 11:0:41 10044 100 17,2.001235157,117.700886226,117.719993553,1847,1847,115.718758396,1
11:0:31 11:0:41 10096 100 17,2.004829312,182.386129197,182.402192946,823392,823524,180.397363634,3
11:0:31 11:0:41 10045 100 17,2.001273356,208.518603966,208.530218335,550240,550329,206.528944979,2
11:0:31 11:0:41 10086 100 17,2.004152921,205.396315726,205.407391889,591559,591669,203.403238968,3
11:0:31 11:0:41 10046 100 17,2.001295355,215.298732302,215.309601468,850267,850411,213.308306113,2
11:0:31 11:0:41 10006 100 17,2.000162794,75.371496853,75.392115979,924,925,73.391953185,1
11:0:31 11:0:41 10049 100 17,2.001401552,158.82599334,158.84280828,207072,207103,156.841406728,2
11:0:31 11:0:41 10091 100 17,2.004279917,321.080472444,321.085167834,4657757,4658025,319.080887917,3
11:0:31 11:0:41 10050 100 17,2.001438351,2410.413186983,2410.413240581,502891,502891,2408.41180223,2
11:0:31 11:0:41 10051 100 17,2.00147835,130.699084152,130.720721482,130379,130414,128.719243132,2
11:0:31 11:0:41 10053 100 17,2.001550348,140.754663595,140.773419333,276499,276573,138.771868985,2
11:0:31 11:0:41 10054 100 17,2.001593747,218.547535609,218.556867183,898049,898185,216.555273436,2
11:0:31 11:0:41 10008 100 17,2.000224992,127.367750801,127.384962941,2211,2211,125.384737949,1
11:0:31 11:0:41 10058 100 17,2.002082544,113.78551385,113.805168584,119843,119874,111.80308604,3
11:0:31 11:0:41 10057 100 17,2.002058345,414.930634613,414.932730206,9431789,9432133,412.930671861,3
