flow id:,first send:,last arrive:,FCT:,origin_pg:
11:0:21 11:0:41 10009 100 17,2.001207993,123.938421248,122.098230163,1
11:0:21 11:0:41 10050 100 17,2.007380962,845.693095511,843.772879504,2
11:0:21 11:0:41 10052 100 17,2.007655962,914.574137695,912.642380692,2
11:0:21 11:0:41 10057 100 17,2.009849958,297.575733283,295.711102245,3
11:0:31 11:0:41 10099 100 17,2.024643927,1945.444933558,1943.452544612,3
11:0:31 11:0:41 10095 100 17,2.02263493,1960.0243733,1958.030001354,3
11:0:31 11:0:41 10092 100 17,2.021587933,1324.832162195,1322.856535234,3
11:0:31 11:0:41 10090 100 17,2.021265934,1684.625265981,1682.638247029,3
11:0:31 11:0:41 10088 100 17,2.021016935,854.439932536,852.509391548,3
11:0:31 11:0:41 10087 100 17,2.020891935,785.426824207,783.506878215,3
11:0:31 11:0:41 10085 100 17,2.020640937,630.35332638,628.447320392,3
11:0:31 11:0:41 10084 100 17,2.019118938,872.746159982,870.806575995,3
11:0:31 11:0:41 10080 100 17,2.018512939,1660.9707369,1658.989203939,3
11:0:31 11:0:41 10079 100 17,2.01838494,1728.240540465,1726.257973507,3
11:0:31 11:0:41 10078 100 17,2.018196941,5356.836500609,5354.818565666,3
11:0:31 11:0:41 10076 100 17,2.016574942,395.185442237,393.297418222,3
11:0:31 11:0:41 10075 100 17,2.016452943,294.560455912,292.68556289,3
11:0:31 11:0:41 10093 100 17,2.021775932,1169.144965413,1167.175373453,3
11:0:31 11:0:41 10074 100 17,2.015776944,859.770785475,857.847544487,3
11:0:31 11:0:41 10073 100 17,2.014242945,2401.800147487,2399.798696531,3
11:0:31 11:0:41 10072 100 17,2.014046946,4406.183957526,4404.171742579,3
11:0:31 11:0:41 10070 100 17,2.013799948,438.111871609,436.222418586,3
11:0:31 11:0:41 10081 100 17,2.018704939,1661.518822567,1659.538023607,3
11:0:31 11:0:41 10069 100 17,2.013665948,1292.936643128,1290.96799515,3
11:0:31 11:0:41 10068 100 17,2.013035948,913.334432413,911.396485421,3
11:0:31 11:0:41 10066 100 17,2.01145795,301.287517278,299.416305239,3
11:0:31 11:0:41 10071 100 17,2.013925947,477.819740545,475.926549535,3
11:0:31 11:0:41 10065 100 17,2.011309951,3186.101172586,3184.098735634,3
11:0:31 11:0:41 10064 100 17,2.011186951,345.052301241,343.180375221,3
11:0:31 11:0:41 10063 100 17,2.011062952,663.56206825,661.659654236,3
11:0:31 11:0:41 10062 100 17,2.010975952,2080.469490101,2078.478456136,3
11:0:31 11:0:41 10061 100 17,2.010849953,912.06763113,910.130814135,3
11:0:31 11:0:41 10060 100 17,2.010725954,994.860810364,992.925627371,3
11:0:31 11:0:41 10059 100 17,2.010537955,3187.196824799,3185.195170839,3
11:0:31 11:0:41 10021 100 17,2.002883985,119.071555996,117.228654933,1
11:0:31 11:0:41 10024 100 17,2.003256982,118.334585386,116.485935311,1
11:0:31 11:0:41 10083 100 17,2.018984938,1522.463088513,1520.487205551,3
11:0:31 11:0:41 10020 100 17,2.002758985,124.128820135,122.28685307,1
11:0:31 11:0:41 10027 100 17,2.00380698,122.026902334,120.173869262,1
11:0:31 11:0:41 10055 100 17,2.008109957,796.571513989,794.668327982,3
11:0:31 11:0:41 10018 100 17,2.002506986,124.10349915,122.261368081,1
11:0:31 11:0:41 10025 100 17,2.003567982,100.595176211,98.750638142,1
11:0:31 11:0:41 10040 100 17,2.005673971,125.146589593,123.308235545,1
11:0:31 11:0:41 10013 100 17,2.00181599,117.722672742,115.876494656,1
11:0:31 11:0:41 10082 100 17,2.018852938,1001.669112713,999.720024742,3
11:0:31 11:0:41 10002 100 17,2.000249998,126.946487643,125.105432563,1
11:0:31 11:0:41 10014 100 17,2.001942989,94.614983552,92.771956472,1
11:0:31 11:0:41 10094 100 17,2.022403931,1467.169674852,1465.1886069,3
11:0:31 11:0:41 10003 100 17,2.000440997,91.441110315,89.59540323,1
11:0:31 11:0:41 10097 100 17,2.024259929,4308.830083696,4306.807611766,3
11:0:31 11:0:41 10052 100 17,2.007575959,343.028276352,341.152534315,2
11:0:31 11:0:41 10089 100 17,2.021140934,319.243538476,317.360168468,3
11:0:31 11:0:41 10015 100 17,2.002066988,117.408513904,115.562124841,1
11:0:31 11:0:41 10004 100 17,2.000564996,116.468152421,114.629437337,1
11:0:31 11:0:41 10005 100 17,2.000689996,121.563462617,119.718173538,1
11:0:31 11:0:41 10016 100 17,2.002255987,125.511265416,123.672431331,1
11:0:31 11:0:41 10000 100 17,2,117.688226767,115.847152677,1
11:0:31 11:0:41 10017 100 17,2.002381986,78.261584633,76.422621572,1
11:0:31 11:0:41 10029 100 17,2.00418898,125.765874282,123.923430215,1
11:0:31 11:0:41 10098 100 17,2.024447928,3463.55858058,3461.536913652,3
11:0:31 11:0:41 10022 100 17,2.003007984,123.740272362,121.89848728,1
11:0:31 11:0:41 10007 100 17,2.000935994,127.0408706,125.201287526,1
11:0:31 11:0:41 10026 100 17,2.003682981,128.309253951,126.462338879,1
11:0:31 11:0:41 10032 100 17,2.004622978,119.071679995,117.227042939,1
11:0:31 11:0:41 10038 100 17,2.005398973,123.571770461,121.728907394,1
11:0:31 11:0:41 10009 100 17,2.001249993,119.071307998,117.230040927,1
11:0:31 11:0:41 10056 100 17,2.008757957,679.668536776,677.77186476,3
11:0:31 11:0:41 10001 100 17,2.000123999,72.899358614,71.05442452,1
11:0:31 11:0:41 10010 100 17,2.001375992,113.752113932,111.907687855,1
11:0:31 11:0:41 10067 100 17,2.011581949,3147.270402172,3145.271156215,3
11:0:31 11:0:41 10023 100 17,2.003134983,113.22435022,111.39207413,1
11:0:31 11:0:41 10019 100 17,2.002631986,119.071431997,117.228782933,1
11:0:31 11:0:41 10042 100 17,2.005921969,128.30937795,126.46022389,1
11:0:31 11:0:41 10012 100 17,2.00169099,127.72982624,125.890009168,1
11:0:31 11:0:41 10011 100 17,2.001564991,121.89077742,120.043408332,1
11:0:31 11:0:41 10077 100 17,2.016661942,470.803373591,468.908684582,3
11:0:31 11:0:41 10028 100 17,2.00399698,120.744751071,118.900445009,1
11:0:31 11:0:41 10034 100 17,2.004873977,121.250506806,119.394739741,1
11:0:31 11:0:41 10030 100 17,2.004370979,91.830062099,89.982982036,1
11:0:31 11:0:41 10033 100 17,2.004748977,152.627176956,150.77521989,1
11:0:31 11:0:41 10035 100 17,2.005022976,100.151020452,98.311611378,1
11:0:31 11:0:41 10036 100 17,2.005148975,125.177143576,123.338718523,1
11:0:31 11:0:41 10039 100 17,2.005547972,116.26285753,114.420503472,1
11:0:31 11:0:41 10043 100 17,2.006048968,125.843837236,123.997920181,1
11:0:31 11:0:41 10031 100 17,2.004497978,125.355945493,123.515652436,1
11:0:31 11:0:41 10037 100 17,2.005272974,125.635986342,123.795901285,1
11:0:31 11:0:41 10047 100 17,2.006623964,1061.305312888,1059.367262892,2
11:0:31 11:0:41 10041 100 17,2.00579797,121.731281524,119.879819455,1
11:0:31 11:0:41 10048 100 17,2.006801963,618.956143167,617.062451149,2
11:0:31 11:0:41 10044 100 17,2.006175967,118.871906101,117.016505059,1
11:0:31 11:0:41 10096 100 17,2.02414693,895.630154853,893.687484878,3
11:0:31 11:0:41 10045 100 17,2.006366966,699.634230267,697.740304243,2
11:0:31 11:0:41 10086 100 17,2.020764936,806.736221223,804.813120236,3
11:0:31 11:0:41 10046 100 17,2.006476965,925.323073427,923.389534424,2
11:0:31 11:0:41 10006 100 17,2.000813995,77.164406234,75.318246161,1
11:0:31 11:0:41 10049 100 17,2.007007962,396.688029397,394.80703737,2
11:0:31 11:0:41 10091 100 17,2.021399934,1712.91569975,1710.928927798,3
11:0:31 11:0:41 10050 100 17,2.007191961,2412.089104517,2410.099327546,2
11:0:31 11:0:41 10051 100 17,2.00739196,340.743574579,338.871624545,2
11:0:31 11:0:41 10053 100 17,2.007751958,542.990290387,541.098304362,2
11:0:31 11:0:41 10054 100 17,2.007968957,943.299603207,941.362600211,2
11:0:31 11:0:41 10008 100 17,2.001124993,127.563355324,125.727305249,1
11:0:31 11:0:41 10058 100 17,2.010412955,312.905618889,311.03309985,3
11:0:31 11:0:41 10057 100 17,2.010291956,2174.984112766,2172.9912868,3
