flow id:,first send:,last send:,last arrive:,send num:,receive num,FCT:,origin_pg:
11:0:31 11:0:41 10012 100 17,2.000338188,127.533706892,127.533766893,2214,2214,125.533428705,1
11:0:31 11:0:41 10011 100 17,2.000312989,121.759859015,121.760164815,1971,1972,119.759851826,1
11:0:31 11:0:41 10077 100 17,2.003332328,169.310800598,169.32860075,246341,246401,167.325268422,3
11:0:31 11:0:41 10028 100 17,2.000799373,120.086697359,120.08678656,1619,1619,118.085987187,1
11:0:31 11:0:41 10034 100 17,2.000974767,119.971531213,119.971704214,2879,2879,117.970729447,1
11:0:31 11:0:41 10030 100 17,2.000874171,88.927847969,88.92812597,1480,1480,86.927251799,1
11:0:31 11:0:41 10033 100 17,2.000949768,148.733234935,148.733507734,3929,3929,146.732557966,1
11:0:31 11:0:41 10035 100 17,2.001004566,97.624887189,97.62511719,2203,2203,95.624112624,1
11:0:31 11:0:41 10036 100 17,2.001029765,125.037038255,125.037276656,2090,2090,123.036246891,1
11:0:31 11:0:41 10039 100 17,2.001109562,113.979686747,113.979989347,2764,2764,111.978879785,1
11:0:31 11:0:41 10043 100 17,2.001209758,125.679089561,125.679329961,2080,2080,123.678120203,1
11:0:31 11:0:41 10031 100 17,2.00089957,125.235152521,125.235458122,2080,2080,123.234558552,1
11:0:31 11:0:41 10037 100 17,2.001054564,125.503217573,125.503467374,2083,2083,123.50241281,1
11:0:31 11:0:41 10047 100 17,2.001324754,167.835495808,167.835798608,783127,783136,165.834473854,2
11:0:31 11:0:41 10041 100 17,2.00115956,121.616487728,121.616793527,1972,1972,119.615633967,1
11:0:31 11:0:41 10048 100 17,2.001360353,135.318687121,135.319038323,266125,266129,133.31767797,2
11:0:31 11:0:41 10044 100 17,2.001235157,117.563785019,117.564099419,1847,1847,115.562864262,1
11:0:31 11:0:41 10096 100 17,2.004829312,183.705216278,183.720985232,833888,834023,181.71615592,3
11:0:31 11:0:41 10045 100 17,2.001273356,176.275425046,176.275586247,460873,460874,174.274312891,2
11:0:31 11:0:41 10086 100 17,2.004152921,210.878781409,210.889467181,626063,626179,208.88531426,3
11:0:31 11:0:41 10046 100 17,2.001295355,161.708823034,161.709090635,646460,646484,159.70779528,2
11:0:31 11:0:41 10006 100 17,2.000162794,75.25024085,75.250566649,921,921,73.250403855,1
11:0:31 11:0:41 10049 100 17,2.001401552,140.89679629,140.897158089,195281,195296,138.895756537,2
11:0:31 11:0:41 10091 100 17,2.004279917,323.689369721,323.693238108,4703693,4703975,321.688958191,3
11:0:31 11:0:41 10050 100 17,2.001438351,2410.423641209,2410.423694807,502895,502896,2408.422256456,2
11:0:31 11:0:41 10051 100 17,2.00147835,125.035316262,125.035550262,123889,123891,123.034071912,2
11:0:31 11:0:41 10053 100 17,2.001550348,134.262219406,134.262341206,264552,264554,132.260790858,2
11:0:31 11:0:41 10054 100 17,2.001593747,154.935664247,154.935943448,618878,618882,152.934349701,2
11:0:31 11:0:41 10008 100 17,2.000224992,127.380060441,127.380289242,2211,2211,125.38006425,1
11:0:31 11:0:41 10058 100 17,2.002082544,115.815882864,115.835500584,122909,122955,113.83341804,3
11:0:31 11:0:41 10057 100 17,2.002058345,419.067328934,419.069124126,9632433,9632782,417.067065781,3
