flow id:,first send:,last send:,last arrive:,send num:,receive num,FCT:,origin_pg:,transfer delay:
11:0:31 11:0:41 10016 100 17,2.000476183,125.343140166,125.362207104,2083,2086,123.361730921,1,0
11:0:31 11:0:41 10000 100 17,2,117.53019606,117.548851792,1838,1838,115.548851792,1,0
11:0:31 11:0:41 10017 100 17,2.000501382,75.49626848,75.514713206,1201,1201,73.514211824,1,0
11:0:31 11:0:41 10029 100 17,2.000862771,124.127005366,124.144862502,2736,2736,122.143999731,1,0
11:0:31 11:0:41 10098 100 17,2.008028882,991.852261312,991.85231851,79366803,79367173,989.844289628,3,0
11:0:31 11:0:41 10022 100 17,2.000626577,123.632155519,123.651544052,2069,2082,121.650917475,1,0
11:0:31 11:0:41 10007 100 17,2.000212192,126.941317925,126.961901049,1089,1092,124.961688857,1,0
11:0:31 11:0:41 10026 100 17,2.000761573,128.160323332,128.180306465,2052,2052,126.179544892,1,0
11:0:31 11:0:41 10032 100 17,2.000949568,118.929559079,118.950962208,1842,1845,116.95001264,1,0
11:0:31 11:0:41 10038 100 17,2.001129561,123.083209085,123.103664218,1097,1097,121.102534657,1,0
11:0:31 11:0:41 10009 100 17,2.00027499,118.917940722,118.938669252,1845,1845,116.938394262,1,0
11:0:31 11:0:41 10056 100 17,2.001834143,194.799606938,194.811860703,448770,448869,192.81002656,3,0
11:0:31 11:0:41 10001 100 17,2.000024799,70.995380574,71.0146947,1104,1106,69.014669901,1,0
11:0:31 11:0:41 10010 100 17,2.000300189,113.541326696,113.560690435,1623,1623,111.560390246,1,0
11:0:31 11:0:41 10067 100 17,2.002908726,550.998758748,550.999589433,38478879,38479344,548.996680707,3,0
11:0:31 11:0:41 10023 100 17,2.000651976,108.606138187,108.625370521,5143,5143,106.624718545,1,0
11:0:31 11:0:41 10019 100 17,2.00055138,118.917965521,118.938694051,1845,1845,116.938142671,1,0
11:0:31 11:0:41 10042 100 17,2.001234157,128.180307664,128.198719198,2212,2212,126.197485041,1,0
11:0:31 11:0:41 10012 100 17,2.000363187,127.536255567,127.555375291,2214,2217,125.555012104,1,0
11:0:31 11:0:41 10011 100 17,2.000337988,121.751075549,121.770005685,1972,1972,119.769667697,1,0
11:0:31 11:0:41 10077 100 17,2.004821107,164.821143733,164.838080078,235042,235100,162.833258971,3,0
11:0:31 11:0:41 10028 100 17,2.000824372,120.138454856,120.157305185,1622,1626,118.156480813,1,0
11:0:31 11:0:41 10034 100 17,2.001024565,120.053592958,120.072901494,2887,2896,118.071876929,1,0
11:0:31 11:0:41 10030 100 17,2.00089917,89.162869589,89.183841718,1490,1493,87.182942548,1,0
11:0:31 11:0:41 10033 100 17,2.000974767,149.174645071,149.191190411,3957,3962,147.190215644,1,0
11:0:31 11:0:41 10035 100 17,2.001054364,97.830667436,97.848757772,2216,2218,95.847703408,1,0
11:0:31 11:0:41 10036 100 17,2.001079563,125.022917075,125.042887806,2090,2090,123.041808243,1,0
11:0:31 11:0:41 10039 100 17,2.00115936,114.14562939,114.16469632,2767,2768,112.16353696,1,0
11:0:31 11:0:41 10043 100 17,2.001259556,125.659432628,125.676098769,2080,2080,123.674839213,1,0
11:0:31 11:0:41 10031 100 17,2.000924569,125.230269159,125.249025695,2080,2080,123.248101126,1,0
11:0:31 11:0:41 10037 100 17,2.001104362,125.491966641,125.507894382,2083,2086,123.50679002,1,0
11:0:31 11:0:41 10047 100 17,2.001407351,227.083411706,227.090963489,1116834,1116999,225.089556138,2,0
11:0:31 11:0:41 10041 100 17,2.001209358,121.60636826,121.626383785,1972,1972,119.625174427,1,0
11:0:31 11:0:41 10048 100 17,2.00144295,167.177175046,167.194077392,340921,341016,165.192634442,2,0
11:0:31 11:0:41 10044 100 17,2.001284955,117.691415447,117.71021498,1847,1847,115.708930025,1,0
11:0:31 11:0:41 10096 100 17,2.007968684,182.510656847,182.527291609,824135,824266,180.519322925,3,0
11:0:31 11:0:41 10045 100 17,2.001323154,208.28249503,208.296081585,548847,548937,206.294758431,2,0
11:0:31 11:0:41 10086 100 17,2.005995698,205.493307151,205.504846116,591658,591771,203.498850418,3,0
11:0:31 11:0:41 10046 100 17,2.001345153,214.409219192,214.418738161,846582,846708,212.417393008,2,0
11:0:31 11:0:41 10006 100 17,2.000162794,75.358570949,75.37863048,923,924,73.378467686,1,0
11:0:31 11:0:41 10049 100 17,2.001484149,158.528120696,158.544597241,206711,206754,156.543113092,2,0
11:0:31 11:0:41 10091 100 17,2.00681029,321.212098586,321.215434576,4660701,4660983,319.208624286,3,0
11:0:31 11:0:41 10050 100 17,2.001520948,2410.444003557,2410.444057155,502899,502899,2408.442536207,2,0
11:0:31 11:0:41 10051 100 17,2.001560947,130.319274579,130.335045924,130006,130048,128.333484977,2,0
11:0:31 11:0:41 10053 100 17,2.001632945,140.064684791,140.080228332,275157,275246,138.078595387,2,0
11:0:31 11:0:41 10054 100 17,2.001676344,217.708906002,217.717421377,894433,894573,215.715745033,2,0
11:0:31 11:0:41 10008 100 17,2.000249991,127.364415783,127.382566513,2211,2211,125.382316522,1,0
11:0:31 11:0:41 10058 100 17,2.002563138,113.617179838,113.633957778,119663,119700,111.63139464,3,0
11:0:31 11:0:41 10057 100 17,2.002538939,414.327801842,414.329624235,9421879,9422234,412.327085296,3,0
