flow id:,first send:,last arrive:,FCT:,origin_pg:
11:0:11 11:0:41 10064 100 17,2.002301137,170.890943277,168.905913092,3
11:0:11 11:0:41 10063 100 17,2.002283738,507.237284464,505.235043924,3
11:0:11 11:0:41 10061 100 17,2.00210134,3203.893603761,3201.891548419,3
11:0:11 11:0:41 10060 100 17,2.002078941,3523.301951016,3521.299915673,3
11:0:11 11:0:41 10012 100 17,2.000342988,96.413911204,94.413817016,1
11:0:11 11:0:41 10036 100 17,2.000978965,113.134800288,111.133936523,1
11:0:11 11:0:41 10024 100 17,2.000641376,118.272826321,116.272479546,1
11:0:11 11:0:41 10008 100 17,2.000225192,128.193115073,126.193209281,1
11:0:11 11:0:41 10034 100 17,2.000930567,84.24318174,82.242321374,1
11:0:11 11:0:41 10026 100 17,2.000691374,124.986894196,122.986435823,1
11:0:11 11:0:41 10022 100 17,2.000591378,107.4930362,105.492658023,1
11:0:11 11:0:41 10027 100 17,2.000716573,121.626580929,119.626142955,1
11:0:11 11:0:41 10049 100 17,2.001379552,5591.177361553,5589.176092799,2
11:0:11 11:0:41 10017 100 17,2.000465783,124.651320241,122.650930858,1
11:0:11 11:0:41 10089 100 17,2.003658917,318.319215566,316.319593234,3
11:0:11 11:0:41 10016 100 17,2.000440784,125.075975865,123.075793281,1
11:0:11 11:0:41 10023 100 17,2.000616177,118.930240024,116.929684847,1
11:0:11 11:0:41 10073 100 17,2.002553329,266.685871701,264.691088951,3
11:0:11 11:0:41 10015 100 17,2.000415785,125.506742264,123.506427679,1
11:0:11 11:0:41 10014 100 17,2.000391386,98.764195293,96.764048707,1
11:0:11 11:0:41 10053 100 17,2.001558148,177.393601707,175.392349759,2
11:0:11 11:0:41 10059 100 17,2.002053542,207.758893755,205.767632781,3
11:0:11 11:0:41 10013 100 17,2.000365987,118.94099217,116.940927583,1
11:0:11 11:0:41 10048 100 17,2.001324753,133.762563816,131.761521064,2
11:0:11 11:0:41 10020 100 17,2.00054058,125.039598401,123.039286622,1
11:0:11 11:0:41 10025 100 17,2.000666575,121.620505552,119.620149377,1
11:0:11 11:0:41 10003 100 17,2.000088397,130.299036705,128.299181311,1
11:0:11 11:0:41 10046 100 17,2.001248755,130.714785029,128.713725072,2
11:0:11 11:0:41 10001 100 17,2.000025399,128.65576469,126.655975492,1
11:0:11 11:0:41 10004 100 17,2.000111396,125.15520178,123.155182383,1
11:0:11 11:0:41 10002 100 17,2.000050598,117.560085257,115.560353459,1
11:0:11 11:0:41 10095 100 17,2.003813513,135.116400785,133.129185018,3
11:0:11 11:0:41 10044 100 17,2.001195957,127.368505264,125.367427106,1
11:0:11 11:0:41 10057 100 17,2.002003344,192.577749537,190.589767155,3
11:0:11 11:0:41 10071 100 17,2.002503531,140.948205858,138.966131058,3
11:0:11 11:0:41 10006 100 17,2.000174594,129.19879269,127.198846697,1
11:0:11 11:0:41 10009 100 17,2.000262991,103.42968256,101.429699169,1
11:0:11 11:0:41 10028 100 17,2.000741372,125.679157228,123.678689456,1
11:0:11 11:0:41 10018 100 17,2.000490782,118.916427486,116.916242304,1
11:0:11 11:0:41 10021 100 17,2.000565979,121.460730175,119.460447998,1
11:0:11 11:0:41 10010 100 17,2.00028839,121.429188718,119.429142327,1
11:0:11 11:0:41 10000 100 17,2,118.375337916,116.375627717,1
11:0:11 11:0:41 10039 100 17,2.001052562,117.577176789,115.576496225,1
11:0:11 11:0:41 10005 100 17,2.000149595,124.977614036,122.977685842,1
11:0:11 11:0:41 10079 100 17,2.003087726,229.341661022,227.346399073,3
11:0:11 11:0:41 10029 100 17,2.000766171,117.917629068,115.916914696,1
11:0:11 11:0:41 10038 100 17,2.001029563,97.557959146,95.557175182,1
11:0:11 11:0:41 10043 100 17,2.001170758,129.142536481,127.141594924,1
11:0:11 11:0:41 10030 100 17,2.00079097,127.047575824,125.047087656,1
11:0:11 11:0:41 10031 100 17,2.000829369,107.60861376,105.608030192,1
11:0:11 11:0:41 10032 100 17,2.000867369,125.487106949,123.486299978,1
11:0:11 11:0:41 10033 100 17,2.000892768,123.197051124,121.196237356,1
11:0:11 11:0:41 10052 100 17,2.001529749,129.509030563,127.507605812,2
11:0:11 11:0:41 10081 100 17,2.003150124,396.467865897,394.467314364,3
11:0:11 11:0:41 10019 100 17,2.000515781,117.511146046,115.510795265,1
11:0:11 11:0:41 10035 100 17,2.000953566,125.00563252,123.004958153,1
11:0:11 11:0:41 10037 100 17,2.001004364,118.916452285,116.915753921,1
11:0:11 11:0:41 10080 100 17,2.003126925,355.064155098,353.065946753,3
11:0:11 11:0:41 10040 100 17,2.001090761,125.342461683,123.341613123,1
11:0:11 11:0:41 10058 100 17,2.002028743,177.968733615,175.981079832,3
11:0:11 11:0:41 10041 100 17,2.00111576,128.141743858,126.140879899,1
11:0:11 11:0:41 10083 100 17,2.003200522,205.571750482,203.580638926,3
11:0:11 11:0:41 10042 100 17,2.001145559,127.54301382,125.542097262,1
11:0:11 11:0:41 10007 100 17,2.000199993,104.29844391,102.298441518,1
11:0:11 11:0:41 10045 100 17,2.001221156,152.924126816,150.923109062,2
11:0:11 11:0:41 10047 100 17,2.001272954,149.208258147,147.207248194,2
11:0:11 11:0:41 10094 100 17,2.003786713,4046.94289854,4044.939167427,3
11:0:11 11:0:41 10062 100 17,2.002123739,572.64445487,570.642906132,3
11:0:11 11:0:41 10011 100 17,2.000313189,129.085381098,127.085209708,1
11:0:11 11:0:41 10050 100 17,2.001431551,163.500324373,161.499189821,2
11:0:11 11:0:41 10051 100 17,2.00149455,141.888392328,139.887232577,2
11:0:11 11:0:41 10054 100 17,2.001631147,154.866610744,152.880463549,2
11:0:11 11:0:41 10056 100 17,2.001978345,181.093132438,179.10497005,3
11:0:11 11:0:41 10055 100 17,2.001671146,173.643468541,171.658178351,3
11:0:21 11:0:41 10097 100 17,2.00577091,126.304227909,124.314291939,3
11:0:21 11:0:41 10094 100 17,2.005462713,437.684835221,435.681644101,3
11:0:21 11:0:41 10093 100 17,2.005420914,300.12544359,298.125047063,3
11:0:21 11:0:41 10091 100 17,2.005093716,108.055425233,106.065838659,3
11:0:21 11:0:41 10090 100 17,2.005056117,1146.238733769,1144.23375485,3
11:0:21 11:0:41 10087 100 17,2.004697119,248.870718602,246.87400386,3
11:0:21 11:0:41 10086 100 17,2.00467192,200.090565561,198.098934409,3
11:0:21 11:0:41 10089 100 17,2.005029317,140.339129359,138.353028176,3
11:0:21 11:0:41 10084 100 17,2.004616122,455.167727134,453.164552012,3
11:0:21 11:0:41 10096 100 17,2.005732511,453.238900346,451.234186632,3
11:0:21 11:0:41 10083 100 17,2.004368522,433.636663314,431.634969584,3
11:0:21 11:0:41 10079 100 17,2.003977926,215.452250152,213.459897591,3
11:0:21 11:0:41 10077 100 17,2.003910928,455.586405817,453.583917888,3
11:0:21 11:0:41 10076 100 17,2.003888529,471.486209053,469.484335122,3
11:0:21 11:0:41 10099 100 17,2.005842908,262.099756346,260.100380215,3
11:0:21 11:0:41 10072 100 17,2.003743733,196.241581342,194.253735364,3
11:0:21 11:0:41 10071 100 17,2.003721334,3136.319186975,3134.315511639,3
11:0:21 11:0:41 10092 100 17,2.005396115,151.271091259,149.283599279,3
11:0:21 11:0:41 10069 100 17,2.003672335,271.1913457,269.19392615,3
11:0:21 11:0:41 10066 100 17,2.003292338,97.438689611,95.455873799,3
11:0:21 11:0:41 10065 100 17,2.003047139,139.312874297,137.32940369,3
11:0:21 11:0:41 10063 100 17,2.002975541,127.489001216,125.504345411,3
11:0:21 11:0:41 10062 100 17,2.002950542,150.876403552,148.891081753,3
11:0:21 11:0:41 10028 100 17,2.000806173,128.69404955,126.693543378,1
11:0:21 11:0:41 10027 100 17,2.000768173,118.691717319,116.691295344,1
11:0:21 11:0:41 10025 100 17,2.000718575,94.754769471,92.754351096,1
11:0:21 11:0:41 10098 100 17,2.005796309,846.077525655,844.072015944,3
11:0:21 11:0:41 10070 100 17,2.003699135,516.98598844,514.983128702,3
11:0:21 11:0:41 10022 100 17,2.000617778,120.087667897,118.08723112,1
11:0:21 11:0:41 10021 100 17,2.000579579,117.515048435,115.514641457,1
11:0:21 11:0:41 10053 100 17,2.00157275,129.663273786,127.661969234,2
11:0:21 11:0:41 10020 100 17,2.00055418,125.347753862,123.347391481,1
11:0:21 11:0:41 10067 100 17,2.003317537,280.832891734,278.834461584,3
11:0:21 11:0:41 10047 100 17,2.001365355,146.359976056,144.358671702,2
11:0:21 11:0:41 10019 100 17,2.000529381,128.255436831,126.255119651,1
11:0:21 11:0:41 10044 100 17,2.001257958,124.799030284,122.798091127,1
11:0:21 11:0:41 10080 100 17,2.004284925,170.051746861,168.063045495,3
11:0:21 11:0:41 10024 100 17,2.000693776,92.351851724,90.351439147,1
11:0:21 11:0:41 10055 100 17,2.001729148,220.601800607,218.609916632,3
11:0:21 11:0:41 10018 100 17,2.000504582,118.7545215,116.754264718,1
11:0:21 11:0:41 10023 100 17,2.000655977,125.993502065,123.993127489,1
11:0:21 11:0:41 10085 100 17,2.004645721,275.972013504,273.97282397,3
11:0:21 11:0:41 10058 100 17,2.002277145,573.898101793,571.895884648,3
11:0:21 11:0:41 10064 100 17,2.00300094,404.354826069,402.355431714,3
11:0:21 11:0:41 10017 100 17,2.000479183,116.317027985,114.316774203,1
11:0:21 11:0:41 10078 100 17,2.003931727,210.751269893,208.759475329,3
11:0:21 11:0:41 10030 100 17,2.000869371,117.528698176,115.527920804,1
11:0:21 11:0:41 10073 100 17,2.003768932,294.988431413,292.990925261,3
11:0:21 11:0:41 10036 100 17,2.001031765,124.013911216,122.01323005,1
11:0:21 11:0:41 10038 100 17,2.001082163,107.275827437,105.274820075,1
11:0:21 11:0:41 10014 100 17,2.000393186,122.629806655,120.62966347,1
11:0:21 11:0:41 10000 100 17,2,123.686149623,121.686482022,1
11:0:21 11:0:41 10054 100 17,2.001677949,9.81604721,7.814634264,2
11:0:21 11:0:41 10074 100 17,2.003815131,261.847051124,259.849736573,3
11:0:21 11:0:41 10016 100 17,2.000456184,75.249159488,73.249029505,1
11:0:21 11:0:41 10003 100 17,2.000086197,101.037491703,99.037709506,1
11:0:21 11:0:41 10004 100 17,2.000111196,114.031127254,112.031256058,1
11:0:21 11:0:41 10068 100 17,2.003624336,456.154849356,454.152083818,3
11:0:21 11:0:41 10005 100 17,2.000140995,128.185852298,126.185979104,1
11:0:21 11:0:41 10088 100 17,2.004722318,245.421038021,243.424462879,3
11:0:21 11:0:41 10039 100 17,2.001107162,128.238606495,126.237779133,1
11:0:21 11:0:41 10015 100 17,2.000431385,124.070682003,122.070517817,1
11:0:21 11:0:41 10006 100 17,2.000166194,121.761634383,119.761769789,1
11:0:21 11:0:41 10041 100 17,2.00117036,106.192656135,104.191681976,1
11:0:21 11:0:41 10011 100 17,2.000291589,123.698378775,121.698147186,1
11:0:21 11:0:41 10056 100 17,2.001753947,269.328311471,267.332058904,3
11:0:21 11:0:41 10081 100 17,2.004309324,309.024230975,307.023040648,3
11:0:21 11:0:41 10034 100 17,2.000981967,85.17738926,83.176722893,1
11:0:21 11:0:41 10007 100 17,2.000191593,107.42377106,105.423694866,1
11:0:21 11:0:41 10060 100 17,2.002337143,266.995785614,265.000803652,3
11:0:21 11:0:41 10049 100 17,2.001424953,9.836736936,7.835617182,2
11:0:21 11:0:41 10051 100 17,2.001504351,5871.197962477,5869.196513726,2
11:0:21 11:0:41 10008 100 17,2.000216392,100.49328,98.493300009,1
11:0:21 11:0:41 10035 100 17,2.001006966,121.625197934,119.624419368,1
11:0:21 11:0:41 10002 100 17,2.000063198,97.229973576,95.229978977,1
11:0:21 11:0:41 10010 100 17,2.00026659,128.238581096,126.238594706,1
11:0:21 11:0:41 10031 100 17,2.00089417,123.698403974,121.697570004,1
11:0:21 11:0:41 10082 100 17,2.004347723,86.338417955,84.353166573,3
11:0:21 11:0:41 10075 100 17,2.00384053,263.50504182,261.506795477,3
11:0:21 11:0:41 10012 100 17,2.000316588,112.997260008,110.997279617,1
11:0:21 11:0:41 10029 100 17,2.000844572,121.436638677,119.436123504,1
11:0:21 11:0:41 10033 100 17,2.000956768,111.690215968,109.689561201,1
11:0:21 11:0:41 10026 100 17,2.000745574,75.291816282,73.291177705,1
11:0:21 11:0:41 10040 100 17,2.001132561,121.196683965,119.195899004,1
11:0:21 11:0:41 10032 100 17,2.000918969,125.580327379,123.579731211,1
11:0:21 11:0:41 10095 100 17,2.005707712,199.650213049,197.655035504,3
11:0:21 11:0:41 10037 100 17,2.001056964,125.347058867,123.346299301,1
11:0:21 11:0:41 10043 100 17,2.001219958,123.099525499,121.098660739,1
11:0:21 11:0:41 10001 100 17,2.000024999,127.284053372,125.284150773,1
11:0:21 11:0:41 10045 100 17,2.001296157,140.16640095,138.165328593,2
11:0:21 11:0:41 10013 100 17,2.000354987,117.515010236,115.51482785,1
11:0:21 11:0:41 10042 100 17,2.001195159,118.929690028,116.928609871,1
11:0:21 11:0:41 10046 100 17,2.001329156,152.292610687,150.306964082,2
11:0:21 11:0:41 10059 100 17,2.002314744,3448.288976045,3446.286704899,3
11:0:21 11:0:41 10048 100 17,2.001387354,2439.112214328,2437.110904172,2
11:0:21 11:0:41 10061 100 17,2.002643942,206.468879994,204.476664425,3
11:0:21 11:0:41 10009 100 17,2.000241591,123.754528773,121.754512982,1
11:0:21 11:0:41 10050 100 17,2.001476152,132.555298415,130.554177462,2
11:0:21 11:0:41 10052 100 17,2.001531151,156.234937322,154.249749311,2
11:0:21 11:0:41 10057 100 17,2.001969946,133.442430333,131.460029929,3
11:0:31 11:0:41 10099 100 17,2.004928709,342.821883064,340.820557344,3
11:0:31 11:0:41 10095 100 17,2.004526913,369.8146295,367.814292171,3
11:0:31 11:0:41 10092 100 17,2.004317516,293.082117786,291.082918656,3
11:0:31 11:0:41 10090 100 17,2.004253117,311.823352699,309.822821969,3
11:0:31 11:0:41 10088 100 17,2.004203319,204.630695486,202.638055335,3
11:0:31 11:0:41 10087 100 17,2.00417832,186.179454651,184.190990081,3
11:0:31 11:0:41 10085 100 17,2.004128122,177.408796863,175.420750898,3
11:0:31 11:0:41 10084 100 17,2.003823722,210.080601682,208.088543727,3
11:0:31 11:0:41 10080 100 17,2.003702525,447.897500457,445.895523327,3
11:0:31 11:0:41 10079 100 17,2.003676926,306.460091936,304.461551797,3
11:0:31 11:0:41 10078 100 17,2.003639327,1833.832890716,1831.829305387,3
11:0:31 11:0:41 10076 100 17,2.003314929,143.598388185,141.612914398,3
11:0:31 11:0:41 10075 100 17,2.00329053,124.40569618,122.421110184,3
11:0:31 11:0:41 10093 100 17,2.004355115,278.331135351,276.333396818,3
11:0:31 11:0:41 10074 100 17,2.003155331,228.015850923,226.02298356,3
11:0:31 11:0:41 10073 100 17,2.002848532,594.660147042,592.657372908,3
11:0:31 11:0:41 10072 100 17,2.002809333,1621.324665992,1619.321923457,3
11:0:31 11:0:41 10070 100 17,2.002759935,142.114785716,140.129679928,3
11:0:31 11:0:41 10081 100 17,2.003740924,450.126914209,448.12503708,3
11:0:31 11:0:41 10069 100 17,2.002733135,242.801197785,240.80710063,3
11:0:31 11:0:41 10068 100 17,2.002607136,238.105340211,236.111355455,3
11:0:31 11:0:41 10066 100 17,2.002291537,134.90798485,132.920630065,3
11:0:31 11:0:41 10071 100 17,2.002785134,122.405670306,120.421879908,3
11:0:31 11:0:41 10065 100 17,2.002261938,744.334909961,742.332919022,3
11:0:31 11:0:41 10064 100 17,2.002237338,135.770022769,133.784576379,3
11:0:31 11:0:41 10063 100 17,2.002212539,191.631485713,189.644001532,3
11:0:31 11:0:41 10062 100 17,2.00219514,456.581670386,454.580073445,3
11:0:31 11:0:41 10061 100 17,2.002169941,212.609152886,210.617103119,3
11:0:31 11:0:41 10060 100 17,2.002145142,236.842316057,234.848763491,3
11:0:31 11:0:41 10059 100 17,2.002107543,739.157997757,737.156082406,3
11:0:31 11:0:41 10021 100 17,2.000576779,118.930513224,116.930056043,1
11:0:31 11:0:41 10024 100 17,2.000651376,113.828700417,111.828244843,1
11:0:31 11:0:41 10083 100 17,2.003796922,284.306135719,282.307492179,3
11:0:31 11:0:41 10020 100 17,2.00055178,124.023609174,122.023300594,1
11:0:31 11:0:41 10027 100 17,2.000761373,121.959560404,119.959036031,1
11:0:31 11:0:41 10055 100 17,2.001621946,162.184218566,160.197665178,3
11:0:31 11:0:41 10018 100 17,2.000501382,124.012638428,122.012207045,1
11:0:31 11:0:41 10025 100 17,2.000713575,97.105528642,95.104907466,1
11:0:31 11:0:41 10040 100 17,2.001134761,124.990559785,122.989731224,1
11:0:31 11:0:41 10013 100 17,2.000363187,117.580815576,115.58075839,1
11:0:31 11:0:41 10082 100 17,2.003770523,370.889146778,368.88880504,3
11:0:31 11:0:41 10002 100 17,2.000049998,126.803803898,124.8038511,1
11:0:31 11:0:41 10014 100 17,2.000388586,89.199366128,87.199212343,1
11:0:31 11:0:41 10094 100 17,2.004480714,353.033561462,351.033399729,3
11:0:31 11:0:41 10003 100 17,2.000088197,88.700974994,86.700941595,1
11:0:31 11:0:41 10097 100 17,2.004851911,1605.262534616,1603.257759903,3
11:0:31 11:0:41 10052 100 17,2.001515149,129.785604717,127.784271167,2
11:0:31 11:0:41 10089 100 17,2.004228118,120.606856367,118.621202379,3
11:0:31 11:0:41 10015 100 17,2.000413385,117.368208581,115.368118796,1
11:0:31 11:0:41 10004 100 17,2.000112996,111.313103273,109.313317074,1
11:0:31 11:0:41 10005 100 17,2.000137995,121.45299381,119.453106815,1
11:0:31 11:0:41 10016 100 17,2.000451184,125.358479824,123.358231041,1
11:0:31 11:0:41 10000 100 17,2,117.528527776,115.528765376,1
11:0:31 11:0:41 10017 100 17,2.000476383,75.252291873,73.25211849,1
11:0:31 11:0:41 10029 100 17,2.000837772,124.011055634,122.010363063,1
11:0:31 11:0:41 10098 100 17,2.00488951,988.420110529,986.415294736,3
11:0:31 11:0:41 10022 100 17,2.000601578,123.639464604,121.638971025,1
11:0:31 11:0:41 10007 100 17,2.000187193,126.954021771,124.954199577,1
11:0:31 11:0:41 10026 100 17,2.000736574,128.179821122,126.179396749,1
11:0:31 11:0:41 10032 100 17,2.000924569,118.94560215,116.944928781,1
11:0:31 11:0:41 10038 100 17,2.001079763,123.045467302,121.04460394,1
11:0:31 11:0:41 10009 100 17,2.000249991,118.925912251,116.925746259,1
11:0:31 11:0:41 10056 100 17,2.001751546,198.425650173,196.438798186,3
11:0:31 11:0:41 10001 100 17,2.000024799,70.792001642,68.792099043,1
11:0:31 11:0:41 10010 100 17,2.00027519,113.537964929,111.537906741,1
11:0:31 11:0:41 10067 100 17,2.002316336,552.645056654,550.644441915,3
11:0:31 11:0:41 10023 100 17,2.000626977,108.170906397,106.170502621,1
11:0:31 11:0:41 10019 100 17,2.000526381,118.92593705,116.925494668,1
11:0:31 11:0:41 10042 100 17,2.001184359,128.183171111,126.182185954,1
11:0:31 11:0:41 10012 100 17,2.000338188,127.540493027,125.54038384,1
11:0:31 11:0:41 10011 100 17,2.000312989,121.757005606,119.756921218,1
11:0:31 11:0:41 10077 100 17,2.003332328,165.930840127,163.945280545,3
11:0:31 11:0:41 10028 100 17,2.000799373,120.096371269,118.095653698,1
11:0:31 11:0:41 10034 100 17,2.000974767,119.974616309,117.973865741,1
11:0:31 11:0:41 10030 100 17,2.000874171,88.933051311,86.932344539,1
11:0:31 11:0:41 10033 100 17,2.000949768,149.145174359,147.14441939,1
11:0:31 11:0:41 10035 100 17,2.001004566,97.625805894,95.625043928,1
11:0:31 11:0:41 10036 100 17,2.001029765,125.039064403,123.038251838,1
11:0:31 11:0:41 10039 100 17,2.001109562,113.974817873,111.973981512,1
11:0:31 11:0:41 10043 100 17,2.001209758,125.666081885,123.665106127,1
11:0:31 11:0:41 10031 100 17,2.00089957,125.247200248,123.24637808,1
11:0:31 11:0:41 10037 100 17,2.001054564,125.499521691,123.498652327,1
11:0:31 11:0:41 10047 100 17,2.001324754,168.984327018,166.983250465,2
11:0:31 11:0:41 10041 100 17,2.00115956,121.617165565,119.616245806,1
11:0:31 11:0:41 10048 100 17,2.001360353,143.081978998,141.081092443,2
11:0:31 11:0:41 10044 100 17,2.001235157,117.561044253,115.560007898,1
11:0:31 11:0:41 10096 100 17,2.004829312,168.492233954,166.505891986,3
11:0:31 11:0:41 10045 100 17,2.001273356,177.546518073,175.545318318,2
11:0:31 11:0:41 10086 100 17,2.004152921,210.449249027,208.453951284,3
11:0:31 11:0:41 10046 100 17,2.001295355,161.445090289,159.443926935,2
11:0:31 11:0:41 10006 100 17,2.000162794,75.230813159,73.230975165,1
11:0:31 11:0:41 10049 100 17,2.001401552,130.556124203,128.554878652,2
11:0:31 11:0:41 10091 100 17,2.004279917,321.910247366,319.910892434,3
11:0:31 11:0:41 10050 100 17,2.001438351,2410.427639235,2408.426254482,2
11:0:31 11:0:41 10051 100 17,2.00147835,125.846532586,123.845248038,2
11:0:31 11:0:41 10053 100 17,2.001550348,135.208115881,133.206840733,2
11:0:31 11:0:41 10054 100 17,2.001593747,170.054559256,168.068011067,2
11:0:31 11:0:41 10008 100 17,2.000224992,127.378375623,125.378339634,1
11:0:31 11:0:41 10058 100 17,2.002082544,113.795928546,111.811019132,3
11:0:31 11:0:41 10057 100 17,2.002058345,418.338036961,416.336848013,3
