flow id:,first send:,last send:,last arrive:,send num:,receive num:,send size:,receive size:,FCT:,origin_pg:,transfer delay:
11:0:31 11:0:41 10062 100 17,2.002724932,505.007621148,505.008233947,12782424,12782555,2146821,2146821,503.005509015,3,0
11:0:31 11:0:41 10061 100 17,2.002699733,217.604096339,217.614846105,869715,869847,9977913,9977913,215.612146372,3,0
11:0:31 11:0:41 10060 100 17,2.002650135,237.647828192,237.657191966,1065424,1065560,11486644,11486644,235.654541831,3,0
11:0:31 11:0:41 10059 100 17,2.002612536,736.728558935,736.728618935,46344230,46344605,109111561,109111561,734.726006399,3,0
11:0:31 11:0:41 10021 100 17,2.000601778,118.924325137,118.924536339,1839,1839,2161,2161,116.923934561,1,0
11:0:31 11:0:41 10024 100 17,2.000676375,113.816518875,113.816750275,3809,3809,6036,6036,111.8160739,1,0
11:0:31 11:0:41 10083 100 17,2.005285701,286.15561052,286.160172703,3239063,3239329,20457259,20457259,284.154887002,3,0
11:0:31 11:0:41 10020 100 17,2.000576779,124.009169348,124.009474948,2079,2079,2283,2283,122.008898169,1,0
11:0:31 11:0:41 10027 100 17,2.000786372,121.949897577,121.950216177,1369,1371,3216,3216,119.949429805,1,0
11:0:31 11:0:41 10055 100 17,2.001704543,185.067736362,185.08332132,540531,540641,3356254,3356254,183.081616777,3,0
11:0:31 11:0:41 10018 100 17,2.000526381,124.008269156,124.008511954,2074,2074,2293,2293,122.007985573,1,0
11:0:31 11:0:41 10025 100 17,2.000738574,97.098438502,97.098499502,1707,1707,5220,5220,95.097760928,1,0
11:0:31 11:0:41 10040 100 17,2.001184559,124.970974877,124.971314876,2089,2089,2289,2289,122.970130317,1,0
11:0:31 11:0:41 10013 100 17,2.000388186,117.565567485,117.565691485,1837,1838,2152,2152,115.565303299,1,0
11:0:31 11:0:41 10082 100 17,2.005259302,381.635648291,381.638859079,1520950,1521034,8518069,8518069,379.633599777,3,0
11:0:31 11:0:41 10002 100 17,2.000049998,126.799949028,126.800324428,1123,1123,2555,2555,124.80027443,1,0
11:0:31 11:0:41 10014 100 17,2.000413585,89.057531901,89.077138837,3445,3445,6808,6808,87.076725252,1,0
11:0:31 11:0:41 10094 100 17,2.007011087,354.754187291,354.757801279,3002990,3003196,20446843,20446843,352.750790192,3,0
11:0:31 11:0:41 10003 100 17,2.000088197,88.676662498,88.676964898,1472,1472,2805,2805,86.676876701,1,0
11:0:31 11:0:41 10097 100 17,2.007991283,1617.768419436,1617.768496634,209099216,209099618,142386733,142386733,1615.760505351,3,0
11:0:31 11:0:41 10052 100 17,2.001597746,128.646485195,128.646797195,149203,149203,297527,297527,126.645199449,2,0
11:0:31 11:0:41 10089 100 17,2.006070895,129.073472208,129.090418345,96681,96722,2323282,2323282,127.08434745,3,0
11:0:31 11:0:41 10015 100 17,2.000438384,117.366630239,117.36671104,1055,1055,2552,2552,115.366272656,1,0
11:0:31 11:0:41 10004 100 17,2.000112996,111.528214029,111.528336029,4613,4614,7240,7240,109.528223033,1,0
11:0:31 11:0:41 10005 100 17,2.000137995,121.447836436,121.448072237,1954,1954,2243,2243,119.447934242,1,0
11:0:31 11:0:41 10016 100 17,2.000476183,125.344384332,125.344590132,2083,2083,2293,2293,123.344113949,1,0
11:0:31 11:0:41 10000 100 17,2,117.524676232,117.524924233,1838,1838,2163,2163,115.524924233,1,0
11:0:31 11:0:41 10017 100 17,2.000501382,75.291285573,75.291333372,1199,1199,3607,3607,73.29083199,1,0
11:0:31 11:0:41 10029 100 17,2.000862771,124.006963961,124.007029961,2733,2733,4400,4400,122.00616719,1,0
11:0:31 11:0:41 10098 100 17,2.008028882,996.845675849,996.845733047,79994700,79995089,88826839,88826839,994.837704165,3,0
11:0:31 11:0:41 10022 100 17,2.000626577,123.653212468,123.653460069,2069,2069,2302,2302,121.652833492,1,0
11:0:31 11:0:41 10007 100 17,2.000212192,126.94969469,126.949779691,1089,1089,2557,2557,124.949567499,1,0
11:0:31 11:0:41 10026 100 17,2.000761573,128.16752655,128.167691351,2052,2052,2228,2228,126.166929778,1,0
11:0:31 11:0:41 10032 100 17,2.000949568,118.933216095,118.933557894,1839,1840,2175,2175,116.932608326,1,0
11:0:31 11:0:41 10038 100 17,2.001129561,123.034408144,123.034719144,1097,1097,1674,1674,121.033589583,1,0
11:0:31 11:0:41 10009 100 17,2.00027499,118.933166497,118.933507696,1845,1845,2151,2151,116.933232706,1,0
11:0:31 11:0:41 10056 100 17,2.001834143,198.849498936,198.863550498,467054,467152,6629164,6629164,196.861716355,3,0
11:0:31 11:0:41 10001 100 17,2.000024799,70.790540806,70.790843406,1098,1098,3238,3238,68.790818607,1,0
11:0:31 11:0:41 10010 100 17,2.000300189,113.538244144,113.538503746,1623,1623,3628,3628,111.538203557,1,0
11:0:31 11:0:41 10067 100 17,2.002908726,555.91400332,555.914709453,38966167,38966646,97513846,97513846,553.911800727,3,0
11:0:31 11:0:41 10023 100 17,2.000651976,108.159891506,108.160189706,5133,5133,8155,8155,106.15953773,1,0
11:0:31 11:0:41 10019 100 17,2.00055138,118.933191296,118.933532495,1845,1845,2160,2160,116.932981115,1,0
11:0:31 11:0:41 10042 100 17,2.001234157,128.17591571,128.17621691,2212,2212,2367,2367,126.174982753,1,0
11:0:31 11:0:41 10012 100 17,2.000363187,127.526294434,127.526571235,2214,2214,2371,2371,125.526208048,1,0
11:0:31 11:0:41 10011 100 17,2.000337988,121.753851118,121.753926117,1972,1972,2227,2227,119.753588129,1,0
11:0:31 11:0:41 10077 100 17,2.004821107,168.420438656,168.436305007,244056,244112,4143216,4143216,166.4314839,3,0
11:0:31 11:0:41 10028 100 17,2.000824372,120.095350375,120.095482977,1619,1619,3769,3769,118.094658605,1,0
11:0:31 11:0:41 10034 100 17,2.001024565,119.967260457,119.967334456,2879,2879,4929,4929,117.966309891,1,0
11:0:31 11:0:41 10030 100 17,2.00089917,88.923675175,88.923949375,1479,1480,3680,3680,86.923050205,1,0
11:0:31 11:0:41 10033 100 17,2.000974767,148.727239231,148.727473031,3929,3929,3698,3698,146.726498264,1,0
11:0:31 11:0:41 10035 100 17,2.001054364,97.623508165,97.623738166,2204,2205,4102,4102,95.622683802,1,0
11:0:31 11:0:41 10036 100 17,2.001079563,125.025770894,125.025999695,2090,2090,2291,2291,123.024920132,1,0
11:0:31 11:0:41 10039 100 17,2.00115936,113.971520914,113.971827516,2764,2764,4851,4851,111.970668156,1,0
11:0:31 11:0:41 10043 100 17,2.001259556,125.655746402,125.655822402,2080,2080,2293,2293,123.654562846,1,0
11:0:31 11:0:41 10031 100 17,2.000924569,125.23614533,125.23638053,2080,2080,2307,2307,123.235455961,1,0
11:0:31 11:0:41 10037 100 17,2.001104362,125.494870582,125.495176382,2083,2083,2288,2288,123.49407202,1,0
11:0:31 11:0:41 10047 100 17,2.001407351,166.257069921,166.25739852,773379,773381,916347,916347,164.255991169,2,0
11:0:31 11:0:41 10041 100 17,2.001209358,121.612498823,121.612748824,1972,1972,2221,2221,119.611539466,1,0
11:0:31 11:0:41 10048 100 17,2.00144295,134.675709508,134.675986109,264876,264880,402194,402194,132.674543159,2,0
11:0:31 11:0:41 10044 100 17,2.001284955,117.559256705,117.559501306,1847,1847,4574,4574,115.558216351,1,0
11:0:31 11:0:41 10096 100 17,2.007968684,183.644734539,183.659365299,833760,833892,8080544,8080544,181.651396615,3,0
11:0:31 11:0:41 10045 100 17,2.001323154,175.887317465,175.887548866,459546,459548,467529,467529,173.886225712,2,0
11:0:31 11:0:41 10086 100 17,2.005995698,210.284524534,210.2950917,621389,621509,8381714,8381714,208.289096002,3,0
11:0:31 11:0:41 10046 100 17,2.001345153,162.920650862,162.920885663,655858,655884,910636,910636,160.91954051,2,0
11:0:31 11:0:41 10006 100 17,2.000162794,75.222027048,75.222352248,921,921,2414,2414,73.222189454,1,0
11:0:31 11:0:41 10049 100 17,2.001484149,140.697475327,140.697789327,195033,195052,298243,298243,138.696305178,2,0
11:0:31 11:0:41 10091 100 17,2.00681029,323.909892347,323.915581131,4703049,4703336,19961585,19961585,321.908770841,3,0
11:0:31 11:0:41 10050 100 17,2.001520948,2410.444908856,2410.444962454,502899,502899,47957,47957,2408.443441506,2,0
11:0:31 11:0:41 10051 100 17,2.001560947,124.872114243,124.872354844,123821,123822,264822,264822,122.870793897,2,0
11:0:31 11:0:41 10053 100 17,2.001632945,133.702975477,133.703278077,263610,263613,338595,338595,131.701645132,2,0
11:0:31 11:0:41 10054 100 17,2.001676344,154.043562385,154.043794986,615135,615139,965094,965094,152.042118642,2,0
11:0:31 11:0:41 10008 100 17,2.000249991,127.367789003,127.367946404,2211,2211,2362,2362,125.367696413,1,0
11:0:31 11:0:41 10058 100 17,2.002563138,115.439019501,115.458909826,122334,122379,2611316,2611316,113.456346688,3,0
11:0:31 11:0:41 10057 100 17,2.002538939,418.527812103,418.530042097,9613908,9614260,36828054,36828054,416.527503158,3,0
