,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,FCT Change,FCT % Change
240,11:0:31 11:0:41 10082 100 17,2.011211122,199.977088334,199.977062336,47863,47828,777376,775876,197.965851214,3,2.011211122,199.874347281,199.874321283,47920,47885,777376,775876,197.863110161,3,-0.10274105299998837,-0.051898371547386656
241,11:0:31 11:0:41 10002 100 17,2.000083798,15.029176431,15.392954065,307,320,8216,8216,13.392870267,1,2.000083798,6.371861238,6.372744233,192,194,8216,8216,4.372660435,1,-9.020209831999999,-67.35083407942638
242,11:0:31 11:0:41 10014 100 17,2.000666787,14.176157469,14.547370585,284,298,8222,8222,12.546703798,1,2.000666787,6.373085223,6.374028812,177,182,8222,8222,4.373362025,1,-8.173341773,-65.14333887680418
243,11:0:31 11:0:41 10094 100 17,2.014318712,199.977399533,199.977373535,66249,66247,938960,937460,197.963054823,3,2.014318712,199.839177182,199.839151184,66285,66283,938960,937460,197.824832472,3,-0.13822235099999602,-0.0698222964500025
244,11:0:31 11:0:41 10003 100 17,2.000139598,27.908309781,28.25105861,1128,1155,8408,8408,26.250919012,1,2.000139598,7.347045412,7.347228209,441,444,8408,8408,5.347088611,1,-20.903830401,-79.63085174825422
245,11:0:31 11:0:41 10097 100 17,2.014962709,199.890193193,199.890093796,65978,65975,687497,686404,197.875131087,3,2.014962709,199.754092035,199.753984638,66022,66019,687497,686404,197.739021929,3,-0.13610915800001067,-0.06878537856289145
246,11:0:31 11:0:41 10052 100 17,2.003359549,39.033521515,39.361527062,2257,2295,65764,65764,37.358167513,2,2.003359549,37.027046118,37.353216086,2082,2118,65764,65764,35.349856537,2,-2.008310975999997,-5.37582839228166
247,11:0:31 11:0:41 10089 100 17,2.013357917,199.865665664,199.865639666,66156,66153,918380,916920,197.852281749,3,2.013357917,199.729423706,199.729397708,66203,66199,918380,916920,197.716039791,3,-0.1362419580000278,-0.06886044315266857
248,11:0:31 11:0:41 10015 100 17,2.000724586,14.157674342,14.529294658,291,310,8377,8377,12.528570072,1,2.000724586,6.95787182,6.95842522,190,200,8377,8377,4.957700634,1,-7.570869438000001,-60.42883900150804
249,11:0:31 11:0:41 10004 100 17,2.000188397,16.470635797,16.82519316,373,387,8260,8260,14.825004763,1,2.000188397,6.846311465,6.846729863,212,214,8260,8260,4.846541466,1,-9.978463297000001,-67.30833113729638
250,11:0:31 11:0:41 10005 100 17,2.000244396,16.07927699,16.435593335,354,368,8283,8283,14.435348939,1,2.000244396,6.908773917,6.908941114,205,207,8283,8283,4.908696718,1,-9.526652221,-65.99530265085475
251,11:0:31 11:0:41 10016 100 17,2.000790585,26.141877728,26.486736918,1015,1050,8330,8330,24.485946333,1,2.000790585,10.533938256,10.534249856,537,550,8491,8491,8.533459271,1,-15.952487062000001,-65.1495631210326
252,11:0:31 11:0:41 10000 100 17,2.0,18.335966383,18.694642416,466,482,8383,8383,16.694642416,1,2.0,7.344037036,7.344368438,244,246,8383,8383,5.344368438,1,-11.350273978,-67.9875237526621
253,11:0:31 11:0:41 10017 100 17,2.000823584,17.264357001,17.616397593,414,430,8327,8327,15.615574009,1,2.000823584,6.976779513,6.977041714,223,226,8327,8327,4.97621813,1,-10.639355879,-68.1329797602575
254,11:0:31 11:0:41 10029 100 17,2.001431372,15.135759439,15.499732871,333,350,8320,8320,13.498301499,1,2.001431372,6.958066215,6.958600415,198,205,8320,8320,4.957169043,1,-8.541132456,-63.27560883591728
255,11:0:31 11:0:41 10098 100 17,2.015192509,199.977940532,199.977914534,59012,58980,788419,786919,197.962722025,3,2.015192509,199.931354915,199.931328917,59088,59056,788419,786919,197.916136408,3,-0.046585617000005186,-0.023532519922676177
256,11:0:31 11:0:41 10022 100 17,2.001081579,16.966918626,17.315529999,408,426,8458,8458,15.31444842,1,2.001081579,7.1551563,7.155380299,234,239,8458,8458,5.15429872,1,-10.1601497,-66.34355623759383
257,11:0:31 11:0:41 10007 100 17,2.000371794,30.183736123,30.530528162,1338,1371,8251,8251,28.530156368,1,2.000371794,6.976747314,6.976983315,471,478,8251,8251,4.976611521,1,-23.553544847,-82.55666230213211
258,11:0:31 11:0:41 10026 100 17,2.001271575,18.508669691,18.865279935,501,525,8200,8200,16.86400836,1,2.001271575,7.853355905,7.853709904,298,308,8200,8200,5.852438329,1,-11.011570031,-65.29627948429219
259,11:0:31 11:0:41 10032 100 17,2.001582369,10.824278168,11.205035322,156,166,8430,8430,9.203452953,1,2.001582369,6.685767738,6.686723532,121,125,8430,8430,4.685141163,1,-4.518311789999999,-49.09365879386812
260,11:0:31 11:0:41 10038 100 17,2.002090963,15.493846493,15.855897773,344,359,8326,8326,13.85380681,1,2.002090963,6.5305781,6.531202097,210,215,8326,8326,4.529111134,1,-9.324695676000001,-67.30782234720654
261,11:0:31 11:0:41 10009 100 17,2.000464792,32.681102227,33.02111975,1577,1616,8241,8241,31.020654958,1,2.000464792,12.591402919,12.59170572,742,752,8241,8241,10.591240928,1,-20.429414030000004,-65.85745548461222
262,11:0:31 11:0:41 10056 100 17,2.004126146,199.886893802,199.886867804,66168,66165,921768,920268,197.882741658,3,2.004126146,199.75224324,199.752217242,66215,66212,921768,920268,197.748091096,3,-0.13465056199999026,-0.06804563190897484
263,11:0:31 11:0:41 10001 100 17,2.000031399,15.357574806,15.720211878,324,338,8309,8309,13.720180479,1,2.000031399,6.903427969,6.903770569,190,194,8309,8309,4.90373917,1,-8.816441309,-64.25893101402255
264,11:0:31 11:0:41 10010 100 17,2.000492791,14.806691864,15.172275876,320,338,8283,8283,13.171783085,1,2.000492791,6.372932227,6.373955413,199,207,8283,8283,4.373462622,1,-8.798320463,-66.796730603767
265,11:0:31 11:0:41 10067 100 17,2.007049336,199.873163241,199.873137243,66134,66130,936160,934660,197.866087907,3,2.007049336,199.874036082,199.874010084,66266,66263,936160,934660,197.866960748,3,0.0008728409999889664,0.00044112713260860273
266,11:0:31 11:0:41 10023 100 17,2.001112978,18.043709724,18.401851542,464,484,7965,7965,16.400738564,1,2.001112978,7.400878762,7.401115762,257,263,7965,7965,5.400002784,1,-11.000735780000001,-67.074636529765
267,11:0:31 11:0:41 10019 100 17,2.000929582,13.748312273,14.123298732,269,285,8394,8394,12.12236915,1,2.000929582,6.685511144,6.686015341,179,185,8394,8394,4.685085759,1,-7.437283391000001,-61.351731653873955
268,11:0:31 11:0:41 10042 100 17,2.002333559,15.404146424,15.766844697,323,336,8326,8326,13.764511138,1,2.002333559,6.958194012,6.958974012,197,199,8326,8326,4.956640453,1,-8.807870685,-63.98970945422035
269,11:0:31 11:0:41 10012 100 17,2.000560989,15.474296362,15.836133839,337,352,8354,8354,13.83557285,1,2.000560989,6.529792515,6.530137317,201,206,8354,8354,4.529576328,1,-9.305996522000001,-67.26137488409091
270,11:0:31 11:0:41 10011 100 17,2.00051439,17.417832162,17.771303961,424,439,8318,8318,15.770789571,1,2.00051439,7.077831181,7.078246378,230,232,8318,8318,5.077731988,1,-10.693057583,-67.80293107621479
271,11:0:31 11:0:41 10077 100 17,2.010042126,199.923090096,199.923064098,66215,66214,898913,897453,197.913021972,3,2.010042126,199.880358864,199.880332866,66453,66453,928938,927478,197.87029074,3,-0.04273123199999418,-0.021590914824209818
272,11:0:31 11:0:41 10028 100 17,2.001380573,16.941882322,17.290285894,390,412,8263,8263,15.288905321,1,2.001380573,10.183836136,10.184172136,299,310,8263,8263,8.182791563,1,-7.106113757999999,-46.47889177676725
273,11:0:31 11:0:41 10034 100 17,2.001759967,10.550434321,10.939489072,147,155,8203,8203,8.937729105,1,2.001759967,6.724637776,6.725103374,106,110,8203,8203,4.723343407,1,-4.214385698000001,-47.15275713203662
274,11:0:31 11:0:41 10030 100 17,2.001481371,15.121034491,15.484917125,310,323,8340,8340,13.483435754,1,2.001481371,6.959621407,6.959895208,178,180,8340,8340,4.958413837,1,-8.525021917,-63.22588747063941
275,11:0:31 11:0:41 10033 100 17,2.001700368,13.422042623,13.795478619,262,279,8376,8376,11.793778251,1,2.001700368,6.831184365,6.831409762,177,186,8376,8376,4.829709394,1,-6.964068857000001,-59.04866709198567
276,11:0:31 11:0:41 10035 100 17,2.001878966,26.465931185,26.809586984,1027,1055,8302,8302,24.807708018,1,2.001878966,7.078169972,7.078602168,406,412,8302,8302,5.076723202,1,-19.730984816,-79.53570237800112
277,11:0:31 11:0:41 10036 100 17,2.001908565,12.676749963,13.065206023,243,263,8462,8462,11.063297458,1,2.001908565,6.530486302,6.531123699,177,188,8462,8462,4.529215134,1,-6.534082323999999,-59.0608934524772
278,11:0:31 11:0:41 10039 100 17,2.002133962,16.097918119,16.454177067,355,369,8506,8506,14.452043105,1,2.002133962,6.557764225,6.558125625,211,213,8506,8506,4.555991663,1,-9.896051442,-68.47510327848555
279,11:0:31 11:0:41 10043 100 17,2.002388558,16.83100454,17.178797307,390,405,8367,8367,15.176408749,1,2.002388558,6.90112738,6.901314977,232,234,8367,8367,4.898926419,1,-10.27748233,-67.72012074778362
280,11:0:31 11:0:41 10031 100 17,2.00154717,10.203477344,10.601490059,145,154,8291,8291,8.599942889,1,2.00154717,7.012771419,7.012939419,112,117,8291,8291,5.011392249,1,-3.5885506399999993,-41.7276101285514
281,11:0:31 11:0:41 10037 100 17,2.001975764,15.560876208,15.922504705,336,349,8233,8233,13.920528941,1,2.001975764,7.713205517,7.713484317,210,213,8233,8233,5.711508553,1,-8.209020388,-58.970606812375145
282,11:0:31 11:0:41 10047 100 17,2.002596754,26.057110022,26.402313607,974,999,49142,49142,24.399716853,2,2.002596754,26.417983364,26.761772266,1019,1044,49142,49142,24.759175512,2,0.35945865899999774,1.473208321086732
283,11:0:31 11:0:41 10041 100 17,2.00227976,18.082199361,18.440061181,457,473,8317,8317,16.437781421,1,2.00227976,6.900625184,6.901055183,232,235,8317,8317,4.898775423,1,-11.539005998,-70.1980741954532
284,11:0:31 11:0:41 10048 100 17,2.002859753,35.610857465,35.94223321,1853,1886,65702,65702,33.939373457,2,2.002859753,34.582309181,34.917495346,1788,1820,65702,65702,32.914635593,2,-1.0247378640000022,-3.0193187428704573
285,11:0:31 11:0:41 10044 100 17,2.002419957,17.624758766,17.980906958,444,461,8242,8242,15.978487001,1,2.002419957,6.557840424,6.558159224,239,244,8242,8242,4.555739267,1,-11.422747734,-71.48829381208068
286,11:0:31 11:0:41 10096 100 17,2.01465151,199.872237644,199.872211646,66161,66158,945000,943500,197.857560136,3,2.01465151,199.73481869,199.734792692,66207,66204,945000,943500,197.720141182,3,-0.13741895399999748,-0.06945347648355754
287,11:0:31 11:0:41 10045 100 17,2.002491156,199.9217725,199.921474902,66228,66237,62473,62388,197.918983746,2,2.002491156,189.001397602,189.296613735,59595,59792,65612,65612,187.294122579,2,-10.624861167000006,-5.368288057014004
288,11:0:31 11:0:41 10086 100 17,2.012441919,199.864125669,199.864099671,66155,66152,919800,918340,197.851657752,3,2.012441919,199.727883711,199.727857713,66201,66198,919800,918340,197.715415794,3,-0.13624195799999939,-0.06886066032905007
289,11:0:31 11:0:41 10046 100 17,2.002520555,68.055748245,68.369534327,7166,7235,65892,65892,66.367013772,2,2.002520555,60.43133705,60.745797108,5793,5853,65892,65892,58.743276553,2,-7.623737219000006,-11.487238592941532
290,11:0:31 11:0:41 10006 100 17,2.000307995,14.128079512,14.499954025,294,311,8303,8303,12.49964603,1,2.000307995,6.685169951,6.685616549,194,201,8303,8303,4.685308554,1,-7.8143374759999995,-62.516470124394395
291,11:0:31 11:0:41 10049 100 17,2.002898752,34.980405096,35.319923008,1788,1821,65790,65790,33.317024256,2,2.002898752,33.991348615,34.328892174,1731,1762,65790,65790,32.325993422,2,-0.991030834,-2.974547865935317
292,11:0:31 11:0:41 10091 100 17,2.013964315,199.723090688,199.72306469,66069,66066,942440,940940,197.709100375,3,2.013964315,199.880670063,199.880644065,66317,66314,943940,942440,197.86667975,3,0.15757937500001162,0.07970264125481666
293,11:0:31 11:0:41 10050 100 17,2.003123751,199.723401887,199.723092889,66084,66085,62084,61976,197.719969138,2,2.003123751,188.021136089,188.317472217,59030,59217,65586,65586,186.314348466,2,-11.405620671999998,-5.768572957868189
294,11:0:31 11:0:41 10051 100 17,2.00315155,60.004750432,60.322421834,5512,5574,66377,66377,58.319270284,2,2.00315155,56.364161313,56.684676526,4959,5017,66377,66377,54.681524976,2,-3.6377453079999995,-6.237638588900557
295,11:0:31 11:0:41 10053 100 17,2.003401949,61.962887925,62.282900327,5899,5962,66038,66038,60.279498378,2,2.003401949,57.556263051,57.877986062,5202,5260,66038,66038,55.874584113,2,-4.404914265000002,-7.307483279601492
296,11:0:31 11:0:41 10054 100 17,2.003615948,67.960408734,68.274732404,7128,7195,66072,66072,66.271116456,2,2.003615948,59.16936707,59.488394899,5570,5627,66072,66072,57.484778951,2,-8.786337504999999,-13.25817033855706
297,11:0:31 11:0:41 10008 100 17,2.000404593,14.474515723,14.844353282,305,323,8208,8208,12.843948689,1,2.000404593,6.84901705,6.849429049,192,201,8208,8208,4.849024456,1,-7.994924232999999,-62.24662233232937
298,11:0:31 11:0:41 10058 100 17,2.004740544,199.888431398,199.8884054,66172,66169,945000,943500,197.883664856,3,2.004740544,199.753780836,199.753754838,66215,66212,945000,943500,197.749014294,3,-0.13465056199999026,-0.0680453144517894
299,11:0:31 11:0:41 10057 100 17,2.004437345,199.8875002,199.887474202,66170,66166,919800,918340,197.883036857,3,2.004437345,199.752849638,199.75282364,66215,66212,919800,918340,197.748386295,3,-0.13465056200001868,-0.06804553039951766
300,11:0:51 11:0:41 10099 100 17,2.025503707,199.874223237,199.874189239,65921,65916,911106,909646,197.848685532,3,2.025503707,199.737002682,199.736968684,65962,65958,911106,909646,197.711464977,3,-0.13722055499999897,-0.06935631370560962
301,11:0:51 11:0:41 10096 100 17,2.024651509,199.916191116,199.916165118,66188,66185,945000,943500,197.891513609,3,2.024651509,199.780260557,199.780234559,66235,66232,945000,943500,197.75558305,3,-0.13593055899997353,-0.06868943317526452
302,11:0:51 11:0:41 10095 100 17,2.02434031,199.915568718,199.91554272,66187,66184,945000,943500,197.89120241,3,2.02434031,199.77909716,199.779071162,66233,66230,945000,943500,197.754730852,3,-0.13647155800001087,-0.06896292323155573
303,11:0:51 11:0:41 10094 100 17,2.024318711,199.985803309,199.985777311,66255,66253,938960,937460,197.9614586,3,2.024318711,199.84763996,199.847613962,66294,66292,938960,937460,197.823295251,3,-0.1381633489999956,-0.06979305465674904
304,11:0:51 11:0:41 10097 100 17,2.024962708,199.94216424,199.942138242,66005,66001,687497,686404,197.917175534,3,2.024962708,199.847328761,199.847302763,66242,66239,714822,713729,197.822340055,3,-0.09483547899998257,-0.04791675040031626
305,11:0:51 11:0:41 10093 100 17,2.024007512,199.913479724,199.913453726,66187,66184,942080,940580,197.889446214,3,2.024007512,199.777319365,199.777293367,66233,66230,942080,940580,197.753285855,3,-0.13616035900000156,-0.06880627623403228
306,11:0:51 11:0:41 10092 100 17,2.023985913,140.67224955,140.972795052,28913,29045,605139,605139,138.948809139,3,2.023985913,140.610729855,140.911968559,28979,29111,605139,605139,138.887982646,3,-0.06082649299997911,-0.04377618878268342
307,11:0:51 11:0:41 10088 100 17,2.023056316,39.307409237,39.634880583,2277,2314,151008,151008,37.611824267,3,2.023056316,39.558788782,39.883189348,2333,2370,151008,151008,37.860133032,3,0.24830876499999732,0.6601880388393161
308,11:0:51 11:0:41 10086 100 17,2.022441918,199.90777134,199.907745342,66185,66182,919800,918340,197.885303424,3,2.022441918,199.771187184,199.771161186,66229,66226,919800,918340,197.748719268,3,-0.13658415599999785,-0.06902187966296067
309,11:0:51 11:0:41 10085 100 17,2.022140318,199.906861743,199.906835745,66184,66181,914760,913308,197.884695427,3,2.022140318,199.770277587,199.770251589,66228,66225,914760,913308,197.748111271,3,-0.13658415599999785,-0.06902209173138606
310,11:0:51 11:0:41 10083 100 17,2.02152232,199.871282448,199.87125645,65130,65123,800348,800296,197.84973413,3,2.02152232,199.733889493,199.733859095,65172,65165,800348,800296,197.712336775,3,-0.13739735499999028,-0.0694453068659225
311,11:0:51 11:0:41 10081 100 17,2.020981321,199.903353754,199.903327756,66181,66178,688590,687497,197.882346435,3,2.020981321,199.847098961,199.847072963,66314,66310,694055,692962,197.826091642,3,-0.0562547929999937,-0.02842840405597887
312,11:0:51 11:0:41 10078 100 17,2.020063724,199.899824365,199.899798367,66179,66176,919800,918340,197.879734643,3,2.020063724,199.764815003,199.764789005,66222,66219,919800,918340,197.744725281,3,-0.13500936200000524,-0.06822798819878102
313,11:0:51 11:0:41 10079 100 17,2.020366923,199.902198357,199.902172359,66179,66176,918357,916897,197.881805436,3,2.020366923,199.7657406,199.765714602,66223,66220,918357,916897,197.745347679,3,-0.1364577570000165,-0.06895922376458728
314,11:0:51 11:0:41 10074 100 17,2.019203728,199.898605168,199.89857917,66176,66173,940973,939473,197.879375442,3,2.019203728,199.763366006,199.763340008,66221,66218,940973,939473,197.74413628,3,-0.13523916200000485,-0.0683442434048133
315,11:0:51 11:0:41 10073 100 17,2.018892529,199.897049173,199.897023175,66175,66172,941386,939886,197.878130646,3,2.018892529,199.761818011,199.761792013,66221,66218,941386,939886,197.742899484,3,-0.13523116199999663,-0.06834063044688979
316,11:0:51 11:0:41 10071 100 17,2.018278131,199.893495182,199.893469184,66173,66170,919800,918340,197.875191053,3,2.018278131,199.758478022,199.758452024,66217,66214,919800,918340,197.740173893,3,-0.13501716000001807,-0.0682334957108667
317,11:0:51 11:0:41 10070 100 17,2.017966932,199.892339785,199.892313787,66173,66170,943540,942040,197.874346855,3,2.017966932,199.757552425,199.757526427,66216,66213,943540,942040,197.739559495,3,-0.13478735999999003,-0.06811765251144992
318,11:0:51 11:0:41 10069 100 17,2.017663733,199.889586795,199.889560797,66172,66169,919800,918340,197.871897064,3,2.017663733,199.755166033,199.755140035,66215,66212,919800,918340,197.737476302,3,-0.13442076199999065,-0.06793322548300701
319,11:0:51 11:0:41 10066 100 17,2.016922936,199.874096838,199.87388604,66165,66161,362920,362344,197.856963104,3,2.016922936,199.750956245,199.750755046,66270,66266,368104,367528,197.73383211,3,-0.12313099399997895,-0.062232327873776846
320,11:0:51 11:0:41 10065 100 17,2.016901337,172.441348062,172.735485797,43406,43567,711612,711612,170.71858446,3,2.016901337,170.560001281,170.856615807,42578,42735,711612,711612,168.83971447,3,-1.8788699899999983,-1.1005655863086332
321,11:0:51 11:0:41 10064 100 17,2.016599737,199.885431606,199.885405608,66168,66165,914760,913308,197.868805871,3,2.016599737,199.750654645,199.750628647,66214,66211,914760,913308,197.73402891,3,-0.13477696100000003,-0.06811430452957172
322,11:0:51 11:0:41 10063 100 17,2.016288538,199.88388521,199.883859212,66167,66164,945000,943500,197.867570674,3,2.016288538,199.749108249,199.749082251,66214,66211,945000,943500,197.732793713,3,-0.13477696100000003,-0.06811472973610924
323,11:0:51 11:0:41 10062 100 17,2.015977339,199.881982017,199.881956019,66167,66164,945000,943500,197.86597868,3,2.015977339,199.74574586,199.745719862,66212,66209,945000,943500,197.729742523,3,-0.13623615700001324,-0.06885274462485641
324,11:0:51 11:0:41 10061 100 17,2.01566614,199.879076224,199.879050226,66167,66164,945000,943500,197.863384086,3,2.01566614,199.742707867,199.742681869,66211,66208,945000,943500,197.727015729,3,-0.13636835700000915,-0.06892046127177202
325,11:0:51 11:0:41 10028 100 17,2.011380572,16.949295495,17.297670869,391,413,8263,8263,15.286290297,1,2.011380572,9.988941287,9.989166884,299,310,8263,8263,7.977786312,1,-7.308503985000001,-47.81084123748667
326,11:0:51 11:0:41 10098 100 17,2.025192508,199.748079413,199.748053415,58847,58815,786919,785419,197.722860907,3,2.025192508,199.736047486,199.736021488,58933,58901,786919,785419,197.71082898,3,-0.012031927000009546,-0.006085248283792953
327,11:0:51 11:0:41 10053 100 17,2.013401948,61.527729686,61.848292286,5816,5875,66038,66038,59.834890338,2,2.013401948,57.273270526,57.593846333,5152,5207,66038,66038,55.580444385,2,-4.254445953000001,-7.110309601918136
328,11:0:51 11:0:41 10025 100 17,2.011202775,14.225531416,14.596176341,297,317,8213,8213,12.584973566,1,2.011202775,7.094875466,7.095288465,208,218,8213,8213,5.08408569,1,-7.500887876,-59.60193588538524
329,11:0:51 11:0:41 10072 100 17,2.01858133,42.205259569,42.535980134,2646,2686,168202,168202,40.517398804,3,2.01858133,42.437162257,42.766179837,2704,2744,168202,168202,40.747598507,3,0.2301997029999967,0.5681502509911142
330,11:0:51 11:0:41 10003 100 17,2.010139597,24.674840442,25.028926414,908,937,8408,8408,23.018786817,1,2.010139597,6.890892869,6.891060468,375,384,8408,8408,4.880920871,1,-18.137865945999998,-78.795924781773
331,11:0:51 11:0:41 10082 100 17,2.021211121,199.747768214,199.747742216,47688,47653,775876,774376,197.726531095,3,2.021211121,199.733578294,199.733552296,47751,47716,775876,774376,197.712341175,3,-0.01418992000000685,-0.007176538182015209
332,11:0:51 11:0:41 10045 100 17,2.012491155,199.986114508,199.98580891,66313,66332,63390,63328,197.973317755,2,2.012491155,188.976129078,189.27086321,59551,59758,65612,65612,187.258372055,2,-10.714945700000015,-5.4123180949365075
333,11:0:51 11:0:41 10048 100 17,2.012859752,34.989120263,35.328565177,1793,1827,65702,65702,33.315705425,2,2.012859752,34.284092314,34.62017407,1762,1794,65702,65702,32.607314318,2,-0.7083911069999971,-2.1262977864740717
334,11:0:51 11:0:41 10016 100 17,2.010790584,25.558946741,25.908828115,977,1012,8330,8330,23.898037531,1,2.010790584,10.058283209,10.058483802,519,533,8330,8330,8.047693218,1,-15.850344313,-66.32487831872926
335,11:0:51 11:0:41 10068 100 17,2.017360534,199.942467439,199.942441441,62188,62174,862897,861437,197.925080907,3,2.017360534,199.806023681,199.805997683,62231,62217,862897,861437,197.788637149,3,-0.13644375799998443,-0.06893707324747585
336,11:0:51 11:0:41 10027 100 17,2.011320373,14.891109264,15.256987883,318,336,8439,8439,13.24566751,1,2.011320373,6.487782195,6.488677387,198,206,8439,8439,4.477357014,1,-8.768310496000002,-66.1975735792873
337,11:0:51 11:0:41 10012 100 17,2.010560988,13.317819612,13.688936171,270,287,8354,8354,11.678375183,1,2.010560988,6.617402232,6.617722627,189,198,8354,8354,4.607161639,1,-7.071213544,-60.549634972281396
338,11:0:51 11:0:41 10033 100 17,2.011700367,13.440246531,13.813996533,263,281,8376,8376,11.802296166,1,2.011700367,6.599924698,6.601544471,177,187,8376,8376,4.589844104,1,-7.212452062,-61.11058357252208
339,11:0:51 11:0:41 10018 100 17,2.010876182,14.456504641,14.826958189,308,323,8356,8356,12.816082007,1,2.010876182,7.018948564,7.019199163,202,209,8356,8356,5.008322981,1,-7.807759026,-60.92157510958099
340,11:0:51 11:0:41 10059 100 17,2.015051742,199.877290429,199.877264431,66166,66163,919800,918340,197.862212689,3,2.015051742,199.740922072,199.740896074,66210,66207,919800,918340,197.725844332,3,-0.13636835699998073,-0.06892086929924546
341,11:0:51 11:0:41 10009 100 17,2.010464791,32.086787354,32.422000251,1527,1566,8241,8241,30.41153546,1,2.010464791,11.726860177,11.727061976,728,739,8241,8241,9.716597185,1,-20.694938275,-68.04963301580037
342,11:0:51 11:0:41 10067 100 17,2.017049335,199.908082539,199.908056541,66156,66151,936160,934660,197.891007206,3,2.017049335,199.90555899,199.905532992,66289,66286,936160,934660,197.888483657,3,-0.0025235490000170557,-0.0012752216665359124
343,11:0:51 11:0:41 10015 100 17,2.010724585,14.180212454,14.551262771,292,311,8377,8377,12.540538186,1,2.010724585,6.945297296,6.945754098,190,200,8377,8377,4.935029513,1,-7.605508672999999,-60.64738658098927
344,11:0:51 11:0:41 10021 100 17,2.011036379,12.911618866,13.293277534,245,258,8272,8272,11.282241155,1,2.011036379,6.852716216,6.852873816,170,176,8272,8272,4.841837437,1,-6.440403718,-57.08443588041706
345,11:0:51 11:0:41 10013 100 17,2.010633987,23.447302004,23.794779739,816,846,8202,8202,21.784145752,1,2.010633987,9.636269834,9.636604232,454,465,8202,8202,7.625970245,1,-14.158175507,-64.99302597486587
346,11:0:51 11:0:41 10031 100 17,2.011547169,10.210120906,10.607788619,145,155,8291,8291,8.59624145,1,2.011547169,7.019060362,7.019325561,114,120,8291,8291,5.007778392,1,-3.588463058000001,-41.744558698964894
347,11:0:51 11:0:41 10037 100 17,2.011975763,14.470099143,14.839572703,299,314,8233,8233,12.82759694,1,2.011975763,7.58052502,7.581073007,206,212,8233,8233,5.569097244,1,-7.2584996959999994,-56.5850309294174
348,11:0:51 11:0:41 10008 100 17,2.010404592,14.486589272,14.856785434,305,323,8208,8208,12.846380842,1,2.010404592,6.919745457,6.920102657,194,202,8208,8208,4.909698065,1,-7.936682777000001,-61.78146884024941
349,11:0:51 11:0:41 10022 100 17,2.011081578,16.64373494,16.995342696,394,412,8458,8458,14.984261118,1,2.011081578,7.135047455,7.13540685,231,237,8458,8458,5.124325272,1,-9.859935845999999,-65.80194891395512
350,11:0:51 11:0:41 10017 100 17,2.010823583,16.288239384,16.64349934,377,394,8327,8327,14.632675757,1,2.010823583,7.134989056,7.135341851,225,230,8327,8327,5.124518268,1,-9.508157488999998,-64.97893923776363
351,11:0:51 11:0:41 10010 100 17,2.01049279,14.82231721,15.18767622,320,338,8283,8283,13.17718343,1,2.01049279,7.01916816,7.019416759,201,210,8283,8283,5.008923969,1,-8.168259461,-61.987901317391014
352,11:0:51 11:0:41 10004 100 17,2.010188396,13.323471384,13.695184145,268,283,8260,8260,11.684995749,1,2.010188396,6.865447132,6.865789532,185,192,8260,8260,4.855601136,1,-6.829394613000001,-58.445845935241
353,11:0:51 11:0:41 10090 100 17,2.023661115,199.911711528,199.91168553,66185,66182,919800,918340,197.888024415,3,2.023661115,199.775113571,199.775087573,66232,66229,919800,918340,197.751426458,3,-0.13659795699999222,-0.06902790474754876
354,11:0:51 11:0:41 10005 100 17,2.010244395,13.311386837,13.682672196,263,278,8283,8283,11.672427801,1,2.010244395,6.902760771,6.903164171,183,191,8283,8283,4.892919776,1,-6.779508024999999,-58.08138752778736
355,11:0:51 11:0:41 10006 100 17,2.010307994,14.155558349,14.527172866,294,311,8303,8303,12.516864872,1,2.010307994,6.852301825,6.852443625,198,205,8303,8303,4.842135631,1,-7.674729241,-61.315108211867255
356,11:0:51 11:0:41 10007 100 17,2.010371793,28.505762942,28.849649374,1211,1246,8251,8251,26.839277581,1,2.010371793,6.919713258,6.920037058,461,472,8251,8251,4.909665265,1,-21.929612316,-81.70716312992106
357,11:0:51 11:0:41 10080 100 17,2.020670122,199.902509556,199.902483558,66180,66177,941003,939503,197.881813436,3,2.020670122,199.766051799,199.766025801,66225,66222,941003,939503,197.745355679,3,-0.13645775699998808,-0.06895922097667757
358,11:0:51 11:0:41 10002 100 17,2.010083797,12.178088372,12.566585597,224,238,8216,8216,10.5565018,1,2.010083797,6.219519029,6.99693715,163,170,8216,8216,4.986853353,1,-5.569648447,-52.76036088962728
359,11:0:51 11:0:41 10011 100 17,2.010514389,14.487567268,14.857748431,314,331,8318,8318,12.847234042,1,2.010514389,6.599660897,6.601095479,201,209,8318,8318,4.59058109,1,-8.256652952,-64.26794222793376
360,11:0:51 11:0:41 10019 100 17,2.010929581,13.423679816,13.797220014,259,276,8394,8394,11.786290433,1,2.010929581,6.852645218,6.852782218,180,188,8394,8394,4.841852637,1,-6.944437796,-58.919622212571014
361,11:0:51 11:0:41 10050 100 17,2.01312375,199.943073837,199.942773439,66288,66300,63646,63541,197.929649689,2,2.01312375,187.494445441,187.788725572,58626,58823,65586,65586,185.775601822,2,-12.154047867000003,-6.140589793442891
