,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,FCT Change,FCT % Change
1017,11:0:121 11:0:41 10075 100 17,2.040168732,199.988282901,199.988256903,66243,66241,918357,916897,197.948088171,3,2.040168732,199.850087953,199.850061955,66280,66278,918357,916897,197.809893223,3,-0.13819494800000598,-0.06981373211375727
1018,11:0:121 11:0:41 10074 100 17,2.039857533,199.987374903,199.987348905,66243,66241,945000,943500,197.947491372,3,2.039857533,199.849179955,199.849153957,66279,66277,945000,943500,197.809296424,3,-0.13819494800000598,-0.06981394259768521
1019,11:0:121 11:0:41 10073 100 17,2.039633534,40.676673626,41.002787586,2450,2490,114912,114912,38.963154052,3,2.039633534,39.962412688,40.287855249,2404,2443,114912,114912,38.248221715,3,-0.7149323370000005,-1.834893386828633
1020,11:0:121 11:0:41 10070 100 17,2.038715937,199.984647912,199.984621914,66238,66236,919800,918340,197.945905977,3,2.038715937,199.846262763,199.846228765,66279,66277,919800,918340,197.807512828,3,-0.13839314899999522,-0.06991463062442704
1021,11:0:121 11:0:41 10069 100 17,2.038404738,199.983722315,199.983696317,66237,66235,945000,943500,197.945291579,3,2.038404738,199.845721764,199.845695766,66278,66276,945000,943500,197.807291028,3,-0.13800055100000463,-0.0697165110112905
1022,11:0:121 11:0:41 10068 100 17,2.038093539,199.982796718,199.98277072,66235,66233,945000,943500,197.944677181,3,2.038093539,199.844484968,199.84445897,66278,66276,945000,943500,197.806365431,3,-0.13831175000001394,-0.06987394254281569
1023,11:0:121 11:0:41 10067 100 17,2.037784739,154.416426424,154.715470937,38841,38994,708288,708288,152.677686198,3,2.037784739,154.318920565,154.618610292,38902,39055,708288,708288,152.580825553,3,-0.09686064499999247,-0.06344125812489637
1024,11:0:121 11:0:41 10066 100 17,2.03748154,199.980634325,199.980608327,66234,66232,868716,867673,197.943126787,3,2.03748154,199.841487976,199.841453978,66272,66270,868716,867673,197.803972438,3,-0.1391543490000231,-0.07030016715344829
1025,11:0:121 11:0:41 10065 100 17,2.03725174,199.980331126,199.980305128,66234,66232,688590,687497,197.943053388,3,2.03725174,199.846032963,199.845925566,66377,66375,703892,702799,197.808673826,3,-0.13437956200002077,-0.06788799086402662
1026,11:0:121 11:0:41 10064 100 17,2.036940541,199.979488527,199.979462529,66234,66232,945000,943500,197.942521988,3,2.036940541,199.841176777,199.841150779,66272,66270,945000,943500,197.804210238,3,-0.13831175000001394,-0.06987470332847376
1027,11:0:121 11:0:41 10090 100 17,2.044707918,199.70964513,199.709619132,66050,66048,920941,919441,197.664911214,3,2.044707918,199.870020494,199.869994496,66301,66299,922441,920941,197.825286578,3,0.16037536400000363,0.0811349687787403
1028,11:0:121 11:0:41 10087 100 17,2.043869521,199.707881136,199.707855138,66049,66047,943500,942000,197.663985617,3,2.043869521,199.863412113,199.863386115,66293,66291,945000,943500,197.819516594,3,0.15553097699998375,0.07868452946271431
1029,11:0:121 11:0:41 10061 100 17,2.036088343,199.973939146,199.973913148,66232,66230,688590,687497,197.937824805,3,2.036088343,199.839406982,199.839380984,66368,66366,703892,702799,197.803292641,3,-0.13453216399997814,-0.06796688007080685
1030,11:0:121 11:0:41 10060 100 17,2.035777144,199.973398147,199.973372149,66232,66230,945000,943500,197.937595005,3,2.035777144,199.836384391,199.836358393,66268,66266,945000,943500,197.800581249,3,-0.13701375599998755,-0.06922068341616787
1031,11:0:121 11:0:41 10024 100 17,2.031199577,19.172169786,19.521718639,545,572,8299,8299,17.490519062,1,2.031199577,4.09429942,4.512512106,42,53,1787,1787,2.481312529,1,-15.009206533,-85.81338541066563
1032,11:0:121 11:0:41 10012 100 17,2.030525987,11.799131107,12.187864294,210,228,8300,8300,10.157338307,1,2.030525987,4.096560972,4.1055138,38,48,3022,3022,2.074987813,1,-8.082350494,-79.57153980418268
1033,11:0:121 11:0:41 10023 100 17,2.031135578,12.507727285,12.899329931,235,255,8260,8260,10.868194353,1,2.031135578,6.922462435,6.922729436,184,197,8798,8798,4.891593858,1,-5.976600495,-54.991660075992755
1034,11:0:121 11:0:41 10001 100 17,2.030028198,17.73961769,18.096808693,465,489,8312,8312,16.066780495,1,2.030028198,4.095949985,4.175921849,39,49,2324,2324,2.145893651,1,-13.920886844,-86.64391007477941
1035,11:0:121 11:0:41 10019 100 17,2.030938581,14.026639389,14.40030268,295,318,8328,8328,12.369364099,1,2.030938581,7.102435384,7.102913983,203,217,8868,8868,5.071975402,1,-7.297388697000001,-58.995665731837875
1036,11:0:121 11:0:41 10010 100 17,2.030416589,12.895748952,13.278574216,254,276,8322,8322,11.248157627,1,2.030416589,7.065857508,7.065940707,208,224,8792,8792,5.035524118,1,-6.212633509,-55.23245419398496
1037,11:0:121 11:0:41 10018 100 17,2.030824781,31.545826346,31.885137226,1479,1519,8308,8308,29.854312445,1,2.030824781,4.094367418,4.592835533,50,63,1541,1541,2.562010752,1,-27.292301693000002,-91.41828921124899
1038,11:0:121 11:0:41 10022 100 17,2.031102379,17.63542072,17.991508915,470,498,8272,8272,15.960406536,1,2.031102379,6.532048881,6.532138279,296,312,8661,8661,4.5010359,1,-11.459370636000001,-71.79873902430025
1039,11:0:121 11:0:41 10014 100 17,2.030654785,19.41082628,19.761299337,568,598,8275,8275,17.730644552,1,2.030654785,7.102302185,7.102794784,310,329,8885,8885,5.072139999,1,-12.658504553,-71.39336934918214
1040,11:0:121 11:0:41 10086 100 17,2.043558322,199.707028938,199.70700294,66048,66046,943500,942000,197.663444618,3,2.043558322,199.862789715,199.862763717,66292,66290,945000,943500,197.819205395,3,0.15576077700001179,0.07880100303879232
1041,11:0:121 11:0:41 10025 100 17,2.031237976,16.586356371,16.939636532,408,431,8236,8236,14.908398556,1,2.031237976,6.487491204,6.488319395,303,318,8996,8996,4.457081419,1,-10.451317137,-70.10355336116089
1042,11:0:121 11:0:41 10050 100 17,2.033471953,37.688371034,38.02010577,2096,2136,65883,65883,35.986633817,2,2.033471953,31.348972815,31.686006162,1570,1603,65883,65883,29.652534209,2,-6.334099607999999,-17.60125617808628
1043,11:0:121 11:0:41 10056 100 17,2.034540348,199.968907961,199.968881963,66228,66226,935521,934021,197.934341615,3,2.034540348,199.831215607,199.831189609,66264,66262,935521,934021,197.796649261,3,-0.13769235399999502,-0.06956466112778902
1044,11:0:121 11:0:41 10027 100 17,2.031349974,14.55932973,14.928350712,319,343,8317,8317,12.897000738,1,2.031349974,6.484992248,6.485176845,217,231,8317,8317,4.453826871,1,-8.443173866999999,-65.46618115732016
1045,11:0:121 11:0:41 10016 100 17,2.030751383,14.770630225,15.136250835,337,364,8212,8212,13.105499452,1,2.030751383,6.454102492,6.454356292,233,250,8751,8751,4.423604909,1,-8.681894543,-66.24619362885156
1046,11:0:121 11:0:41 10015 100 17,2.030700384,12.505114303,12.896309948,238,257,8263,8263,10.865609564,1,2.030700384,6.89024828,6.890615674,185,199,8744,8744,4.85991529,1,-6.005694274,-55.27250209595328
1047,11:0:121 11:0:41 10009 100 17,2.03035639,13.297682306,13.668671264,268,289,8233,8233,11.638314874,1,2.03035639,7.028076065,7.028156864,210,224,8775,8775,4.997800474,1,-6.640514400000001,-57.05735299218371
1048,11:0:121 11:0:41 10013 100 17,2.030594586,12.914067647,13.295551719,253,271,8350,8350,11.264957133,1,2.030594586,7.153572717,7.153836911,202,212,8888,8888,5.123242325,1,-6.141714808,-54.52053421497916
1049,11:0:121 11:0:41 10011 100 17,2.030470588,15.136338236,15.500364269,335,357,8277,8277,13.469893681,1,2.030470588,7.469993416,7.470044415,252,263,8871,8871,5.439573827,1,-8.030319854,-59.6168020637549
1050,11:0:121 11:0:41 10052 100 17,2.033977151,36.266741567,36.59921092,1933,1969,62399,62399,34.565233769,2,2.033977151,35.891087683,36.219367059,1926,1962,62399,62399,34.185389908,2,-0.3798438610000048,-1.0989188255994657
1051,11:0:121 11:0:41 10003 100 17,2.030123196,12.503861916,12.895041762,244,264,8336,8336,10.864918566,1,2.030123196,7.04933914,7.049770337,196,210,8820,8820,5.019647141,1,-5.845271425,-53.79949596025347
1052,11:0:121 11:0:41 10020 100 17,2.03099878,12.967159962,13.346594644,253,273,8352,8352,11.315595864,1,2.03099878,4.124213989,4.153223886,42,53,2813,2813,2.122225106,1,-9.193370758,-81.24513166158795
1053,11:0:121 11:0:41 10038 100 17,2.031815163,12.125774836,12.513118855,234,255,8370,8370,10.481303692,1,2.031815163,7.389067213,7.389427213,205,222,8936,8936,5.35761205,1,-5.123691641999999,-48.88410633412643
1054,11:0:121 11:0:41 10045 100 17,2.032284557,63.253566499,63.569855712,6170,6244,65983,65983,61.537571155,2,2.032284557,58.015013225,58.332223639,5333,5402,65983,65983,56.299939082,2,-5.237632073,-8.51127526597942
1055,11:0:121 11:0:41 10021 100 17,2.03105678,12.897398138,13.279728006,248,267,8402,8402,11.248671226,1,2.03105678,7.027918268,7.028101666,196,209,8862,8862,4.997044886,1,-6.2516263400000005,-55.57657624084603
1056,11:0:121 11:0:41 10082 100 17,2.042321526,199.996763676,199.996737678,66244,66242,945000,943500,197.954416152,3,2.042321526,199.856876732,199.856850734,66287,66285,945000,943500,197.814529208,3,-0.1398869439999828,-0.07066624060186166
1057,11:0:121 11:0:41 10017 100 17,2.030783582,21.597746644,21.948021155,692,720,8339,8339,19.917237573,1,2.030783582,4.094329619,4.631410964,42,53,1654,1654,2.600627382,1,-17.316610191000002,-86.94283093994201
1058,11:0:121 11:0:41 10028 100 17,2.031403773,22.566011277,22.911014005,752,781,8310,8310,20.879610232,1,2.031403773,4.094392217,4.627954826,42,53,1659,1659,2.596551053,1,-18.283059179000002,-87.56417852560995
1059,11:0:121 11:0:41 10088 100 17,2.04418072,199.850538711,199.850504713,65831,65828,915420,913960,197.806323993,3,2.04418072,199.786628137,199.786594139,65898,65895,915420,913960,197.742413419,3,-0.06391057400000477,-0.03230967175865745
1060,11:0:121 11:0:41 10007 100 17,2.030254792,14.773815204,15.139473214,327,350,8227,8227,13.109218422,1,2.030254792,7.077286388,7.077632187,264,279,8803,8803,5.047377395,1,-8.061841027,-61.49749563612848
1061,11:0:121 11:0:41 10030 100 17,2.031473571,17.279465143,17.631754539,451,479,8272,8272,15.600280968,1,2.031473571,4.10749217,4.618966736,57,72,3224,3224,2.587493165,1,-13.012787803,-83.41380408271118
1062,11:0:121 11:0:41 10006 100 17,2.030230393,29.126700645,29.472037693,1274,1311,8226,8226,27.4418073,1,2.030230393,4.141493818,4.175956048,42,53,1349,1349,2.145725655,1,-25.296081645,-92.18081509157744
1063,11:0:121 11:0:41 10094 100 17,2.045866915,199.967978764,199.967948366,65890,65888,868064,866586,197.922081451,3,2.045866915,199.786931336,199.786900938,65930,65928,868064,866586,197.741034023,3,-0.1810474279999994,-0.09147409256850489
1064,11:0:121 11:0:41 10085 100 17,2.043247123,199.705800142,199.705774144,66048,66046,943500,942000,197.662527021,3,2.043247123,199.861560919,199.861534921,66291,66289,945000,943500,197.818287798,3,0.15576077700001179,0.07880136885200477
1065,11:0:121 11:0:41 10002 100 17,2.030083797,12.503658719,12.894985563,235,254,8439,8439,10.864901766,1,2.030083797,6.923597227,6.923894227,187,201,8941,8941,4.89381043,1,-5.971091335999999,-54.95761917227443
1066,11:0:121 11:0:41 10008 100 17,2.030306991,19.468722259,19.819548715,558,584,8241,8241,17.789241724,1,2.030306991,4.096273577,4.631375965,42,53,2029,2029,2.601068974,1,-15.18817275,-85.37841570565192
1067,11:0:121 11:0:41 10036 100 17,2.031718965,17.338589299,17.691075499,442,466,8316,8316,15.659356534,1,2.031718965,4.095336596,4.147907939,41,52,2129,2129,2.116188974,1,-13.54316756,-86.48610516399397
1068,11:0:121 11:0:41 10032 100 17,2.031546169,13.653741734,14.029702371,280,303,8353,8353,11.998156202,1,2.031546169,7.082720542,7.083175541,208,222,8865,8865,5.051629372,1,-6.946526830000001,-57.896619389253054
1069,11:0:121 11:0:41 10033 100 17,2.031604568,9.05448074,9.450439444,120,131,8471,8471,7.418834876,1,2.031604568,6.345144579,7.065410318,102,110,8471,8471,5.03380575,1,-2.385029126,-32.1482977565061
1070,11:0:121 11:0:41 10035 100 17,2.031662566,9.130335097,9.527850198,120,133,8324,8324,7.496187632,1,2.031662566,6.890299279,6.890708873,104,113,8324,8324,4.859046307,1,-2.637141325,-35.179766762273594
1071,11:0:121 11:0:41 10046 100 17,2.032505557,31.636211447,31.976507932,1453,1484,65999,65999,29.944002375,2,2.032505557,31.621549366,31.959750125,1478,1509,65999,65999,29.927244568,2,-0.01675780700000118,-0.0559638180298574
1072,11:0:121 11:0:41 10053 100 17,2.03401575,76.812837837,77.119676532,9266,9356,65793,65793,75.085660782,2,2.03401575,72.388059618,72.688854526,8334,8420,65793,65793,70.654838776,2,-4.430822006,-5.901022858231519
1073,11:0:121 11:0:41 10054 100 17,2.034205149,30.246658312,30.593033554,1348,1382,66226,66226,28.558828405,2,2.034205149,30.260087506,30.597804028,1374,1410,66226,66226,28.563598879,2,0.004770474000000746,0.01670402557258107
1074,11:0:121 11:0:41 10029 100 17,2.031442172,12.964301385,13.34339707,262,283,8229,8229,11.311954898,1,2.031442172,4.107428371,4.151911298,51,63,3344,3344,2.120469126,1,-9.191485772,-81.25461827667905
1075,11:0:121 11:0:41 10037 100 17,2.031762564,23.939821047,24.29244279,879,920,8270,8270,22.260680226,1,2.031762564,6.520367612,6.520468811,417,438,8662,8662,4.488706247,1,-17.771973979000002,-79.8357183993089
1076,11:0:121 11:0:41 10071 100 17,2.039019136,199.98549211,199.985466112,66240,66238,919800,918340,197.946446976,3,2.039019136,199.846869161,199.846843163,66279,66277,919800,918340,197.807824027,3,-0.13862294899999483,-0.07003053154917308
1077,11:0:121 11:0:41 10039 100 17,2.031879762,11.3625508,11.749365186,215,233,8353,8353,9.717485424,1,2.031879762,4.12184581,4.13283231,51,62,3446,3446,2.100952548,1,-7.616532875999999,-78.37966864543866
1078,11:0:121 11:0:41 10040 100 17,2.031931961,15.136710429,15.500521065,331,352,8276,8276,13.468589104,1,2.031931961,7.469633818,7.469994617,241,251,8728,8728,5.438062656,1,-8.030526448,-59.62411048396328
1079,11:0:121 11:0:41 10026 100 17,2.031297175,13.65662552,14.032411959,288,311,8318,8318,12.001114784,1,2.031297175,7.098580419,7.099100017,211,227,8753,8753,5.067802842,1,-6.9333119420000004,-57.77223255329211
1080,11:0:121 11:0:41 10034 100 17,2.031640967,14.834301938,15.199465156,340,364,8344,8344,13.167824189,1,2.031640967,4.095058202,4.147612943,51,64,3006,3006,2.115971976,1,-11.051852213,-83.93073946288243
1081,11:0:121 11:0:41 10041 100 17,2.03199236,12.899736325,13.281978592,253,274,8217,8217,11.249986232,1,2.03199236,6.487026017,6.487373608,222,234,8745,8745,4.455381248,1,-6.794604983999999,-60.39656266132219
1082,11:0:121 11:0:41 10072 100 17,2.039322335,199.967667565,199.967641567,65740,65737,934620,933120,197.928319232,3,2.039322335,199.831838005,199.831812007,65780,65777,934620,933120,197.792489672,3,-0.135829560000019,-0.06862563201014582
1083,11:0:121 11:0:41 10042 100 17,2.032055959,13.282074389,13.65283134,259,279,8331,8331,11.620775381,1,2.032055959,7.468680628,7.469074226,207,220,8803,8803,5.437018267,1,-6.183757114,-53.21294759823394
1084,11:0:121 11:0:41 10059 100 17,2.035465945,199.850227512,199.850201514,65992,65990,936120,934620,197.814735569,3,2.035465945,199.786316938,199.78629094,66069,66067,936120,934620,197.750824995,3,-0.06391057400000477,-0.03230829787081865
1085,11:0:121 11:0:41 10043 100 17,2.032113158,12.136847375,12.524533998,232,252,8298,8298,10.49242084,1,2.032113158,7.122859432,7.123041232,198,213,8786,8786,5.090928074,1,-5.401492766,-51.479947748645586
1086,11:0:121 11:0:41 10044 100 17,2.032175157,9.055058736,9.45093964,120,131,8295,8295,7.418764483,1,2.032175157,6.923220031,6.92353503,102,109,8295,8295,4.891359873,1,-2.5274046100000005,-34.06772941493849
1087,11:0:121 11:0:41 10048 100 17,2.032970755,29.486063247,29.831674904,1262,1291,66323,66323,27.798704149,2,2.032970755,29.669853798,30.006276313,1295,1326,66323,66323,27.973305558,2,0.17460140900000098,0.6280918997667807
1088,11:0:121 11:0:41 10000 100 17,2.029999999,17.099681631,17.450477419,439,466,8203,8203,15.42047742,1,2.029999999,6.511654114,6.512053506,269,283,8203,8203,4.482053507,1,-10.938423913,-70.93440504515846
1089,11:0:121 11:0:41 10047 100 17,2.032783556,93.204315231,93.513671523,13813,13918,66301,66301,91.480887967,2,2.032783556,83.792192849,84.098401958,11373,11468,66301,66301,82.065618402,2,-9.415269565000003,-10.292061843995636
1090,11:0:121 11:0:41 10051 100 17,2.033734552,70.076063658,70.391634332,7623,7700,66436,66436,68.35789978,2,2.033734552,66.744482041,67.057128127,7025,7100,66436,66436,65.023393575,2,-3.3345062049999967,-4.878011489135304
1091,11:0:121 11:0:41 10063 100 17,2.036629342,199.978251731,199.978225733,66234,66232,945000,943500,197.941596391,3,2.036629342,199.838865983,199.838839985,66270,66268,945000,943500,197.802210643,3,-0.13938574799999515,-0.07041761334725334
1092,11:0:121 11:0:41 10031 100 17,2.03151797,25.705273863,26.054841832,1031,1076,8255,8255,24.023323862,1,2.03151797,7.06577531,7.065858109,478,502,8714,8714,5.034340139,1,-18.988983723,-79.04394842312682
1093,11:0:121 11:0:41 10049 100 17,2.033244554,59.113141826,59.435806605,5373,5445,65869,65869,57.402562051,2,2.033244554,57.220358088,57.540196897,5118,5188,65869,65869,55.506952343,2,-1.895609707999995,-3.302308538625537
1094,11:0:121 11:0:41 10004 100 17,2.030170595,26.503697258,26.84697846,1072,1113,8207,8207,24.816807865,1,2.030170595,7.754446952,7.754648551,476,495,8581,8581,5.724477956,1,-19.092329909,-76.93306090315737
1095,11:0:121 11:0:41 10055 100 17,2.034238748,103.833857288,104.133471197,16113,16213,405328,405328,102.099232449,3,2.034238748,104.07378466,104.373704777,16208,16303,405328,405328,102.339466029,3,0.24023357999999462,0.23529420764254486
1096,11:0:121 11:0:41 10062 100 17,2.036318143,199.976465936,199.976439938,66234,66232,945000,943500,197.940121795,3,2.036318143,199.838243585,199.838217587,66268,66266,945000,943500,197.801899444,3,-0.13822235100002445,-0.06983038595034145
1097,11:0:121 11:0:41 10057 100 17,2.034851547,199.969841558,199.96981556,66229,66227,944303,942803,197.934964013,3,2.034851547,199.832771602,199.832745604,66265,66263,944303,942803,197.797894057,3,-0.13706995600000482,-0.06924999667618213
1098,11:0:121 11:0:41 10005 100 17,2.030192194,12.261951872,12.650990098,231,252,8363,8363,10.620797904,1,2.030192194,6.921365645,6.921802241,171,185,8363,8363,4.891610047,1,-5.729187856999999,-53.94310209821689
1099,11:0:121 11:0:41 10058 100 17,2.035162746,199.971498353,199.971472355,66230,66228,919800,918340,197.936309609,3,2.035162746,199.833998799,199.833972801,66265,66263,919800,918340,197.798810055,3,-0.13749955400001568,-0.06946656440732372
1100,11:0:131 11:0:41 10097 100 17,2.044962708,199.869834053,199.869808055,65866,65863,686404,685311,197.824845347,3,2.044962708,199.928534723,199.928508725,66234,66231,706078,704985,197.883546017,3,0.05870066999997903,0.02967305238986212
1101,11:0:131 11:0:41 10096 100 17,2.044651509,199.995838079,199.995812081,66244,66242,945000,943500,197.951160572,3,2.044651509,199.856262334,199.856236336,66287,66285,945000,943500,197.811584827,3,-0.13957574500000192,-0.07051019281558321
1102,11:0:131 11:0:41 10095 100 17,2.04434031,199.993753485,199.993727487,66244,66242,945000,943500,197.949387177,3,2.04434031,199.855639936,199.855613938,66286,66284,945000,943500,197.811273628,3,-0.13811354899999628,-0.06977215285667926
1103,11:0:131 11:0:41 10093 100 17,2.044007512,199.992508689,199.992482691,66244,66242,942080,940580,197.948475179,3,2.044007512,199.85439514,199.854369142,66285,66283,942080,940580,197.81036163,3,-0.1381135490000247,-0.06977247431440528
1104,11:0:131 11:0:41 10091 100 17,2.043964314,199.891667789,199.891641791,66185,66188,943940,942440,197.847677477,3,2.043964314,199.756938027,199.756912029,66229,66232,943940,942440,197.712947715,3,-0.13472976199997788,-0.0680977223074253
1105,11:0:131 11:0:41 10089 100 17,2.043357916,199.990126095,199.990100097,66244,66242,918380,916920,197.946742181,3,2.043357916,199.851931147,199.851905149,66283,66281,918380,916920,197.808547233,3,-0.13819494799997756,-0.06981420683024621
1106,11:0:131 11:0:41 10088 100 17,2.043056316,39.391580759,39.719175905,2291,2329,151008,151008,37.676119589,3,2.043056316,39.6439085,39.968667066,2347,2385,151008,151008,37.92561075,3,0.24949116099999458,0.6621997268339613
1107,11:0:131 11:0:41 10087 100 17,2.042745117,199.989200498,199.9891745,66244,66242,945000,943500,197.946429383,3,2.042745117,199.85100555,199.850979552,66283,66281,945000,943500,197.808234435,3,-0.13819494800000598,-0.06981431715174671
1108,11:0:131 11:0:41 10085 100 17,2.042140318,199.987676503,199.987650505,66243,66241,914760,913308,197.945510187,3,2.042140318,199.849481555,199.849455557,66279,66277,914760,913308,197.807315239,3,-0.13819494800000598,-0.0698146413472337
1109,11:0:131 11:0:41 10084 100 17,2.041829119,199.987063704,199.987037706,66242,66240,945000,943500,197.945208587,3,2.041829119,199.848868756,199.848842758,66279,66277,945000,943500,197.807013639,3,-0.13819494800000598,-0.06981474772058813
1110,11:0:131 11:0:41 10083 100 17,2.04152232,199.871904846,199.871589248,65077,65073,800296,798818,197.830066928,3,2.04152232,199.928304923,199.928278925,65287,65282,800348,800296,197.886756605,3,0.056689676999980065,0.028655743730103572
1111,11:0:131 11:0:41 10082 100 17,2.041211121,199.871593647,199.871567649,47738,47704,775876,774376,197.830356528,3,2.041211121,199.739382077,199.739356079,47789,47755,775876,774376,197.698144958,3,-0.13221157000000971,-0.06683077982589446
1112,11:0:131 11:0:41 10081 100 17,2.040981321,199.984877712,199.984851714,66238,66236,688590,687497,197.943870393,3,2.040981321,199.743781865,199.743755867,66247,66245,694055,692962,197.702774546,3,-0.24109584699999687,-0.12180010753620328
1113,11:0:131 11:0:41 10079 100 17,2.040366923,199.983411116,199.983385118,66235,66233,918357,916897,197.943018195,3,2.040366923,199.845099366,199.845073368,66278,66276,918357,916897,197.804706445,3,-0.13831175000001394,-0.06987452816535242
1114,11:0:131 11:0:41 10076 100 17,2.039738926,199.881670818,199.88164482,66164,66162,909820,908360,197.841905894,3,2.039738926,199.745442661,199.745408663,66209,66207,909820,908360,197.705669737,3,-0.13623615700001324,-0.06886112241205664
1115,11:0:131 11:0:41 10075 100 17,2.039514927,199.928300282,199.928274284,64749,64743,652080,651016,197.888759357,3,2.039514927,199.927686925,199.927660927,65102,65097,668040,666976,197.888146,3,-0.0006133569999917654,-0.0003099503993985037
1116,11:0:131 11:0:41 10074 100 17,2.039203728,199.981567922,199.981541924,66234,66232,940973,939473,197.942338196,3,2.039203728,199.843256172,199.843230174,66278,66275,940973,939473,197.804026446,3,-0.13831175000001394,-0.06987476820803207
1117,11:0:131 11:0:41 10073 100 17,2.038892529,199.980945524,199.980919526,66234,66232,941386,939886,197.942026997,3,2.038892529,199.842403974,199.842377976,66274,66272,941386,939886,197.803485447,3,-0.13854154999998514,-0.06999097266094223
1118,11:0:131 11:0:41 10072 100 17,2.03858133,42.299540871,42.628312034,2660,2701,168202,168202,40.589730704,3,2.03858133,42.529160166,42.856331147,2715,2756,168202,168202,40.817749817,3,0.228019113000002,0.5617655230650037
1119,11:0:131 11:0:41 10098 100 17,2.045192508,199.870145252,199.870119254,58912,58881,786919,785419,197.824926746,3,2.045192508,199.745131462,199.745105464,58953,58922,786919,785419,197.699912956,3,-0.12501378999999702,-0.06319415457714798
1120,11:0:131 11:0:41 10070 100 17,2.037966932,199.976777135,199.976751137,66234,66232,943540,942040,197.938784205,3,2.037966932,199.838554784,199.838528786,66269,66267,943540,942040,197.800561854,3,-0.13822235099999602,-0.0698308578357452
1121,11:0:131 11:0:41 10069 100 17,2.037663733,199.975163542,199.975137544,66234,66232,919800,918340,197.937473811,3,2.037663733,199.836998789,199.836972791,66268,66266,919800,918340,197.799309058,3,-0.13816475299998388,-0.06980222104476794
1122,11:0:131 11:0:41 10068 100 17,2.037360534,199.87075165,199.870725652,62084,62071,861437,859977,197.833365118,3,2.037360534,199.935148103,199.935122105,62296,62283,862897,861437,197.897761571,3,0.06439645300000052,0.03255085559586499
1123,11:0:131 11:0:41 10067 100 17,2.037049335,199.872211645,199.871900447,66123,66120,934660,933160,197.834851112,3,2.037049335,199.739693276,199.739667278,66170,66166,934660,933160,197.702617943,3,-0.1322331689999885,-0.06684017919831906
1124,11:0:131 11:0:41 10064 100 17,2.036599737,199.970454357,199.970428359,66229,66227,914760,913308,197.933828622,3,2.036599737,199.833384401,199.833358403,66265,66263,914760,913308,197.796758666,3,-0.13706995600000482,-0.06925039390905297
1125,11:0:131 11:0:41 10063 100 17,2.036288538,199.96921916,199.969193162,66229,66227,945000,943500,197.932904624,3,2.036288538,199.832149204,199.832123206,66265,66263,945000,943500,197.795834668,3,-0.13706995600000482,-0.06925071718640594
1126,11:0:131 11:0:41 10062 100 17,2.035977339,199.967093567,199.967067569,66228,66226,945000,943500,197.93109023,3,2.035977339,199.83046681,199.830440812,66264,66262,945000,943500,197.794463473,3,-0.13662675699998772,-0.06902743618560613
1127,11:0:131 11:0:41 10060 100 17,2.035354941,199.961435782,199.961409784,66224,66222,942080,940580,197.926054843,3,2.035354941,199.82650322,199.826477222,66263,66261,942080,940580,197.791122281,3,-0.13493256199998882,-0.06817321858257659
1128,11:0:131 11:0:41 10059 100 17,2.035051742,199.960502185,199.960476187,66223,66221,919800,918340,197.925424445,3,2.035051742,199.825569623,199.825543625,66262,66260,919800,918340,197.790491883,3,-0.13493256200001724,-0.06817343571619452
1129,11:0:131 11:0:41 10023 100 17,2.031112977,17.985880341,18.344272758,461,483,7965,7965,16.313159781,1,2.031112977,8.591303226,8.591604026,281,289,7965,7965,6.560491049,1,-9.752668732,-59.78405693885848
1130,11:0:131 11:0:41 10006 100 17,2.030307994,14.024526006,14.398409698,291,313,8303,8303,12.368101704,1,2.030307994,7.086814714,7.087246714,219,231,8800,8800,5.05693872,1,-7.311162984000001,-59.11305678894505
1131,11:0:131 11:0:41 10045 100 17,2.032491155,199.891978988,199.89166999,66258,66278,63570,63475,197.859178835,2,2.032491155,189.222780348,189.519691083,59768,59975,66109,66109,187.487199928,2,-10.371978906999999,-5.242101462297823
1132,11:0:131 11:0:41 10024 100 17,2.031138376,13.342521474,13.714724643,269,290,8304,8304,11.683586267,1,2.031138376,4.105034003,4.153144688,44,56,3253,3253,2.122006312,1,-9.561579955000001,-81.83771434980068
1133,11:0:131 11:0:41 10078 100 17,2.040063724,199.982485519,199.982459521,66235,66233,919800,918340,197.942395797,3,2.040063724,199.844173769,199.844147771,66278,66276,919800,918340,197.804084047,3,-0.13831174999998552,-0.0698747478745439
1134,11:0:131 11:0:41 10052 100 17,2.033359548,38.270033166,38.599397509,2172,2214,65764,65764,36.566037961,2,2.033359548,37.229612085,37.557401454,2098,2139,65764,65764,35.524041906,2,-1.0419960549999985,-2.8496279966436435
1135,11:0:131 11:0:41 10021 100 17,2.031036379,12.287284137,12.676316768,229,249,8272,8272,10.645280389,1,2.031036379,6.895647822,6.895795018,174,187,8272,8272,4.864758639,1,-5.78052175,-54.301263459186465
1136,11:0:131 11:0:41 10065 100 17,2.036901337,173.029002925,173.321712851,43494,43651,711612,711612,171.284811514,3,2.036901337,169.791054359,170.085597686,42231,42389,711612,711612,168.048696349,3,-3.236115165000001,-1.8893182275741338
