,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,transfer delay:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,transfer delay:_sp,FCT Change,FCT % Change
78,11:0:11 11:0:41 10052 100 17,2.001625147,126.361268972,126.38015411,144221,144265,315980,315980,124.378528963,2,0,2.001625147,126.581258825,126.581383824,144538,144541,315980,315980,124.579758677,2,0,0.20122971400000722,0.1617881443668375
79,11:0:11 11:0:41 10081 100 17,2.003619316,393.743122044,393.745802438,8858012,8858327,50210772,50210772,391.742183122,3,0,2.003619316,397.946547634,397.950050623,9011951,9012274,50210772,50210772,395.946431307,3,0,4.20424818500004,1.0732181434978918
80,11:0:11 11:0:41 10019 100 17,2.000515781,117.499806976,117.519190704,1838,1838,2153,2153,115.518674923,1,0,2.000515781,117.499453326,117.499719326,1838,1838,2153,2153,115.499203545,1,0,-0.019471378000005757,-0.016855610586759738
81,11:0:11 11:0:41 10035 100 17,2.000953566,123.996363829,124.013462567,2075,2080,2290,2290,122.012509001,1,0,2.000953566,124.004097369,124.00432597,2077,2077,2290,2290,122.003372404,1,0,-0.00913659699999414,-0.0074882461436140595
82,11:0:11 11:0:41 10037 100 17,2.001004364,118.897446191,118.91812772,1842,1845,2148,2148,116.917123356,1,0,2.001004364,118.896084446,118.896313447,1842,1842,2148,2148,116.895309083,1,0,-0.021814273000003936,-0.018657894048232638
83,11:0:11 11:0:41 10080 100 17,2.003596117,370.007506156,370.010687747,2301746,2301885,14993812,14993812,368.00709163,3,0,2.003596117,362.679016974,362.681899162,2207535,2207671,14993812,14993812,360.678303045,3,0,-7.328788584999984,-1.991480259942507
84,11:0:11 11:0:41 10040 100 17,2.001090761,125.329470814,125.348519752,2083,2086,2287,2287,123.347428991,1,0,2.001090761,125.333571375,125.333800376,2086,2086,2287,2287,123.332709615,1,0,-0.014719376000002171,-0.011933265346840884
85,11:0:11 11:0:41 10058 100 17,2.002233338,176.036592531,176.054365075,274798,274885,5245604,5245604,174.052131737,3,0,2.002233338,181.557122386,181.573918545,292325,292411,5245604,5245604,179.571685207,3,0,5.519553470000005,3.171207048667626
86,11:0:11 11:0:41 10041 100 17,2.00111576,127.275035901,127.293149637,3792,3793,5580,5580,125.292033877,1,0,2.00111576,126.98121937,126.98150337,3777,3777,5580,5580,124.98038761,1,0,-0.3116462670000004,-0.24873589912822835
87,11:0:11 11:0:41 10083 100 17,2.003669714,204.278066958,204.290845323,636927,637044,8572285,8572285,202.287175609,3,0,2.003669714,209.006537752,209.018410716,666572,666697,8572285,8572285,207.014741002,3,0,4.727565392999992,2.337056404474143
