,flow id:,first send:_no_sp,last send:_no_sp,last arrive:_no_sp,send num:_no_sp,receive num:_no_sp,send size:_no_sp,receive size:_no_sp,FCT:_no_sp,origin_pg:_no_sp,transfer delay:_no_sp,first send:_sp,last send:_sp,last arrive:_sp,send num:_sp,receive num:_sp,send size:_sp,receive size:_sp,FCT:_sp,origin_pg:_sp,transfer delay:_sp,FCT Change,FCT % Change
41,11:0:11 11:0:41 10063 100 17,2.005487943,84.354640795,84.403415468,32848,32930,1049740,1049740,82.397927525,3,0,2.005487943,84.273227201,84.321669674,32872,32954,1049740,1049740,82.316181731,3,0,-0.0817457939999997,-0.09920855591325105
42,11:0:11 11:0:41 10092 100 17,2.013324718,83.250209972,83.358548459,31261,31342,1050000,1050000,81.345223741,3,0,2.013324718,71.424122244,71.533771722,23425,23494,1050000,1050000,69.520447004,3,0,-11.824776736999993,-14.536534775108148
43,11:0:11 11:0:41 10261 100 17,2.037666963,87.484769617,87.494316604,53697,53782,1049280,1049280,85.456649641,3,0,2.037666963,87.50485716,87.508949351,54218,54303,1049280,1049280,85.471282388,3,0,0.014632747000007384,0.017123005712813427
44,11:0:11 11:0:41 10202 100 17,2.031662417,5.991305198,6.135894068,145,149,8439,8439,4.104231651,1,0,2.031662417,5.29220375,5.292667342,152,155,8439,8439,3.261004925,1,0,-0.8432267260000001,-20.54530050209391
45,11:0:11 11:0:41 10245 100 17,2.033863177,24.853583683,24.971928518,2599,2621,65983,65983,22.938065341,2,0,2.033863177,24.740657077,24.857379309,2585,2607,65983,65983,22.823516132,2,0,-0.11454920899999976,-0.499384788111367
46,11:0:11 11:0:41 10108 100 17,2.016119105,6.953547467,7.09287559,185,190,8208,8208,5.076756485,1,0,2.016119105,5.356968346,5.357287141,177,179,8208,8208,3.341168036,1,0,-1.7355884489999998,-34.1869548820796
47,11:0:11 11:0:41 10098 100 17,2.015094513,83.623903542,83.68322439,31684,31765,1049040,1049040,81.668129877,3,0,2.015094513,83.915895155,83.971763411,32258,32339,1049040,1049040,81.956668898,3,0,0.2885390210000054,0.35330675679065104
48,11:0:11 11:0:41 10087 100 17,2.011911722,83.245176588,83.353515075,31257,31338,1050000,1050000,81.341603353,3,0,2.011911722,73.262090217,73.369683501,24577,24648,1050000,1050000,71.357771779,3,0,-9.983831573999993,-12.273954732208724
49,11:0:11 11:0:41 10269 100 17,2.039983358,83.195799737,83.303146227,31218,31298,1050000,1050000,81.263162869,3,0,2.039983358,83.571021671,83.642624074,31792,31873,1050000,1050000,81.602640716,3,0,0.3394778469999977,0.41775121102196305
50,11:0:11 11:0:41 10222 100 17,2.032680999,8.045352982,8.180329647,268,274,8272,8272,6.147648648,1,0,2.032680999,5.277514071,5.277976468,237,239,8272,8272,3.245295469,1,0,-2.9023531789999995,-47.21078488999555
51,11:0:11 11:0:41 10228 100 17,2.032982393,10.127974344,10.258662258,404,412,8310,8310,8.225679865,1,0,2.032982393,7.094077246,7.094452646,344,346,8310,8310,5.061470253,1,0,-3.1642096119999996,-38.46745392394382
52,11:0:11 11:0:41 10085 100 17,2.011297324,83.243333394,83.351671881,31257,31338,1050000,1050000,81.340374557,3,0,2.011297324,83.532234781,83.607376171,31756,31837,1050000,1050000,81.596078847,3,0,0.25570428999999706,0.3143633052990308
53,11:0:11 11:0:41 10009 100 17,2.000390792,4.997883197,5.145672227,88,91,8442,8442,3.145281435,1,0,2.000390792,5.390768643,5.39111864,95,98,8442,8442,3.390727848,1,0,0.24544641300000025,7.803639136031726
54,11:0:11 11:0:41 10144 100 17,2.018191669,8.03901861,8.173549877,247,253,8242,8242,6.155358208,1,0,2.018191669,5.2529315,5.253066499,215,217,8242,8242,3.23487483,1,0,-2.920483378,-47.44619694438423
55,11:0:11 11:0:41 10121 100 17,2.016750892,6.538267451,6.681877936,161,165,8272,8272,4.665127044,1,0,2.016750892,5.610042527,5.610399927,149,152,8272,8272,3.593649035,1,0,-1.0714780090000002,-22.96782057367697
56,11:0:11 11:0:41 10266 100 17,2.03906016,85.232209038,85.246920005,36325,36408,1049146,1049146,83.207859845,3,0,2.03906016,85.369976347,85.38294012,36992,37075,1049146,1049146,83.34387996,3,0,0.13602011499999378,0.16347027222352878
57,11:0:11 11:0:41 10084 100 17,2.011170925,88.396266084,88.396520882,130380,130464,1048715,1048715,86.385349957,3,0,2.011170925,88.409186315,88.409441113,130736,130821,1048715,1048715,86.398270188,3,0,0.012920230999995397,0.014956507100366782
58,11:0:11 11:0:41 10201 100 17,2.031606818,8.553794008,8.684618488,279,285,8312,8312,6.65301167,1,0,2.031606818,6.182268868,6.182601068,244,246,8312,8312,4.15099425,1,0,-2.5020174199999996,-37.60729041378639
59,11:0:11 11:0:41 10078 100 17,2.009311731,83.237168612,83.3454757,31254,31335,1048980,1048980,81.336163969,3,0,2.009311731,83.439700245,83.526454198,31669,31750,1048980,1048980,81.517142467,3,0,0.18097849800000176,0.22250680283985225
60,11:0:11 11:0:41 10137 100 17,2.017690276,7.097374541,7.234443502,184,189,8233,8233,5.216753226,1,0,2.017690276,5.893740671,5.894059871,175,177,8233,8233,3.876369595,1,0,-1.340383631,-25.693828573673077
61,11:0:11 11:0:41 10241 100 17,2.03357098,6.366277776,6.510734259,162,166,8217,8217,4.477163279,1,0,2.03357098,5.448168726,5.448608719,158,160,8217,8217,3.415037739,1,0,-1.0621255399999998,-23.723180813660914
62,11:0:11 11:0:41 10077 100 17,2.009081931,87.490889205,87.499906795,53738,53823,1049280,1049280,85.490824864,3,0,2.009081931,87.489984197,87.496248985,54013,54098,1049280,1049280,85.487167054,3,0,-0.003657810000007089,-0.004278599493952695
63,11:0:11 11:0:41 10160 100 17,2.021126654,83.368330236,83.439731638,31349,31430,1048580,1048580,81.418604984,3,0,2.021126654,83.362168667,83.453995809,31610,31691,1048580,1048580,81.432869155,3,0,0.014264171000007764,0.017519547286287813
64,11:0:11 11:0:41 10076 100 17,2.008770732,83.235087618,83.343394706,31251,31332,1050000,1050000,81.334623974,3,0,2.008770732,83.438774648,83.525528601,31668,31749,1050000,1050000,81.516757869,3,0,0.18213389500000687,0.2239315633379323
